ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1815548	0.1418	0.00052398	3.8109328	-0.1951	0.14758256	284172436	OR52D1	olfactory receptor family 52 subfamily D member 1
ILMN_1771268	0.1421	0.00053179	3.8057774	-0.2077	0.10463516	51479165	BICD2	BICD cargo adaptor 2
ILMN_1768973	0.1424	0.00054062	-3.8000387	-0.2217	-1.25363804	27436923	HIST2H2AC	histone cluster 2, H2ac
ILMN_1758412	0.1424	0.00055636	3.7900345	-0.2461	0.26990272	589908400	COPS7A	COP9 signalosome subunit 7A
ILMN_1783448	0.1424	0.00056034	3.7875483	-0.2522	0.32474561	38505264	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
ILMN_1741917	0.1424	0.00057225	3.7802049	-0.2701	0.35900558	537544640	OSCAR	osteoclast associated, immunoglobulin-like receptor
ILMN_1682658	0.1424	0.00058098	3.7749168	-0.2829	0.2043869	197116362	EPM2AIP1	EPM2A interacting protein 1
ILMN_1728355	0.1424	0.00058937	-3.7699128	-0.2951	-0.17443349	NA		
ILMN_1697420	0.1424	0.00059228	-3.7681921	-0.2993	-0.25203743	151101234	TINF2	TERF1 interacting nuclear factor 2
ILMN_1768284	0.1424	0.00060564	-3.7603913	-0.3183	-0.64723758	224589133	P2RY8	purinergic receptor P2Y8
ILMN_1813795	0.1424	0.0006065	-3.7598922	-0.3195	-0.67551208	618857476	RASSF5	Ras association domain family member 5
ILMN_1699112	0.1424	0.00061962	3.7524047	-0.3377	0.25833727	221316628	COPB1	coatomer protein complex subunit beta 1
ILMN_1739876	0.1424	0.00062014	3.7521133	-0.3384	0.21930848	289547210	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
ILMN_1663446	0.1424	0.00063365	-3.7445667	-0.3567	-0.10091318	78000159	SORBS1	sorbin and SH3 domain containing 1
ILMN_1684816	0.1424	0.00063928	-3.7414709	-0.3642	-0.1564272	66363685	NAE1	NEDD8 activating enzyme E1 subunit 1
ILMN_1675273	0.1424	0.00065043	3.7354127	-0.3789	0.18203911	148271090	PPIL2	peptidylprolyl isomerase like 2
ILMN_1679476	0.1424	0.00065252	3.7342886	-0.3816	0.24677482	209869996	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
ILMN_1759411	0.1424	0.00065481	3.7330607	-0.3846	0.35093381	312434027	BRICD5	BRICHOS domain containing 5
ILMN_1746686	0.1424	0.00066448	3.7279159	-0.3971	0.25713067	974141106	POLR1C	RNA polymerase I subunit C
ILMN_1671603	0.1424	0.00067387	-3.7229955	-0.409	-0.28509425	545479140	MED30	mediator complex subunit 30
ILMN_1692617	0.1424	0.00067815	3.7207745	-0.4143	0.09867971	90652862	CABS1	calcium binding protein, spermatid associated 1
ILMN_1664330	0.1424	0.00068583	-3.7168184	-0.4239	-0.91678675	296317298	CEACAM1	carcinoembryonic antigen related cell adhesion molecule 1
ILMN_1805992	0.1424	0.00069238	3.713482	-0.432	0.39282564	385198091	SHTN1	shootin 1
ILMN_1778956	0.1424	0.00069806	3.7106134	-0.4389	0.24084975	1002909133	STS	steroid sulfatase (microsomal), isozyme S
ILMN_1688231	0.1424	0.00070351	-3.7078819	-0.4455	-0.50542388	1017029557	TREM1	triggering receptor expressed on myeloid cells 1
ILMN_1718044	0.1424	0.00070526	3.7070105	-0.4476	0.32222991	260166617	ELAC2	elaC ribonuclease Z 2
ILMN_1783285	0.1424	0.00070701	3.7061393	-0.4497	0.32527768	669033296	CTPS1	CTP synthase 1
ILMN_1684210	0.1424	0.0007131	3.7031217	-0.457	0.36555336	210032474	NIPAL3	NIPA like domain containing 3
ILMN_1758864	0.1424	0.00071397	-3.7026945	-0.4581	-1.13277283	571330769	VNN2	vanin 2
ILMN_1770682	0.1424	0.00071885	3.7002994	-0.4639	0.19830927	225735570	TEP1	telomerase associated protein 1
ILMN_1761147	0.1424	0.00073112	-3.694346	-0.4782	-0.27578929	194473703	GABPB1	GA binding protein transcription factor beta subunit 1
ILMN_1810225	0.1424	0.00073793	3.691084	-0.4861	0.47830001	962608397	UVSSA	UV stimulated scaffold protein A
ILMN_1675939	0.1424	0.00074355	-3.6884149	-0.4926	-0.40344372	167466162	IFNGR1	interferon gamma receptor 1
ILMN_1729033	0.1424	0.00074561	-3.6874424	-0.4949	-0.37399714	985482503	RPL9	ribosomal protein L9
ILMN_1784454	0.1424	0.00074972	3.6855058	-0.4996	0.12305214	182507162	ITGB1	integrin subunit beta 1
ILMN_1693145	0.1424	0.0007603	3.6805719	-0.5115	0.20172384	211971045	BUB3	BUB3, mitotic checkpoint protein
ILMN_1783985	0.1424	0.00076077	3.6803519	-0.512	0.29229955	341926261	COQ6	coenzyme Q6, monooxygenase
ILMN_1654289	0.1424	0.00076397	-3.6788744	-0.5156	-0.2549513	380422414	ELK1	ELK1, ETS transcription factor
ILMN_1710598	0.1443	0.00078039	-3.6713805	-0.5336	-0.21693507	224465161	SKI	SKI proto-oncogene
ILMN_1708414	0.1458	0.00080931	3.6585403	-0.5645	0.63123379	296317322	GNL3L	G protein nucleolar 3 like
ILMN_1656452	0.1458	0.00081234	3.6572222	-0.5677	0.11476227	84626579	C16orf59	chromosome 16 open reading frame 59
ILMN_1728353	0.1458	0.00081915	3.6542762	-0.5748	0.09052546	324072736	EYA3	EYA transcriptional coactivator and phosphatase 3
ILMN_1803036	0.1458	0.00083389	3.6479765	-0.5899	0.38207699	110825987	TARBP1	TAR (HIV-1) RNA binding protein 1
ILMN_1785268	0.1458	0.00083597	-3.6470955	-0.592	-0.50660734	221316611	CD58	CD58 molecule
ILMN_1744567	0.1458	0.00085498	3.639148	-0.6111	0.36453032	734520311	GAS2L3	growth arrest specific 2 like 3
ILMN_1792323	0.1458	0.00086079	-3.6367497	-0.6169	-1.20370918	302370953	HDC	histidine decarboxylase
ILMN_1684887	0.1458	0.00086111	-3.6366187	-0.6172	-0.97972362	373838706	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
ILMN_1668743	0.1458	0.00086323	-3.6357491	-0.6193	-0.7719978	NA		
ILMN_1685653	0.1458	0.00086693	-3.6342356	-0.6229	-0.62682332	607344306	RPS17	ribosomal protein S17
ILMN_1798346	0.1458	0.00087298	3.6317769	-0.6288	0.23800954	109948291	KIAA1468	KIAA1468
ILMN_1679614	0.1458	0.00087517	3.6308877	-0.6309	0.30664174	686661114	SGSM3	small G protein signaling modulator 3
ILMN_1664921	0.1458	0.00088699	-3.6261404	-0.6423	-0.20438214	183603927	PPP6C	protein phosphatase 6 catalytic subunit
ILMN_1660186	0.1458	0.00089426	-3.6232493	-0.6492	-0.28023121	115387092	SYF2	SYF2 pre-mRNA splicing factor
ILMN_1802735	0.1458	0.00089671	-3.6222779	-0.6516	-0.95776456	209862766	FFAR3	free fatty acid receptor 3
ILMN_1815086	0.1458	0.00089959	-3.6211445	-0.6543	-0.85445902	148922910	NINJ1	ninjurin 1
ILMN_1713993	0.1458	0.00090051	-3.6207807	-0.6552	-0.31520897	221316643	UBAC2	UBA domain containing 2
ILMN_1800354	0.1526	0.00095402	3.6003096	-0.7041	0.41015001	568599816	CST3	cystatin C
ILMN_1748292	0.1526	0.00096076	3.5978108	-0.7101	0.3370738	39753955	KRT79	keratin 79
ILMN_1659703	0.1526	0.00096292	-3.5970153	-0.712	-0.52451783	394581984	WWP2	WW domain containing E3 ubiquitin protein ligase 2
ILMN_1657893	0.1541	0.00098538	3.5888213	-0.7316	0.44742004	542029075	TXNRD2	thioredoxin reductase 2
ILMN_1684873	0.1541	0.00098615	3.588547	-0.7322	0.39887206	339409226	ARSD	arylsulfatase D
ILMN_1675583	0.1552	0.00100702	3.5810979	-0.75	0.24019085	594140700	SPG7	SPG7, paraplegin matrix AAA peptidase subunit
ILMN_1805773	0.1552	0.00100949	3.5802282	-0.7521	0.15719686	61835133	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)
ILMN_1659189	0.1552	0.00101747	-3.5774257	-0.7588	-0.61676025	966751386	CARD19	caspase recruitment domain family member 19
ILMN_1804824	0.1552	0.00102192	3.5758744	-0.7625	0.13539486	218083141	CHID1	chitinase domain containing 1
ILMN_1751615	0.1552	0.00104889	-3.5666009	-0.7845	-0.35069214	1003088708	COQ10B	coenzyme Q10B
ILMN_1724708	0.1552	0.00105215	-3.5654955	-0.7872	-0.38126772	34485717	RAB33A	RAB33A, member RAS oncogene family
ILMN_1781691	0.1552	0.00105263	3.5653328	-0.7876	0.23115899	188497666	TRAK2	trafficking kinesin protein 2
ILMN_1782079	0.1552	0.00105474	3.5646196	-0.7893	0.34914502	87116670	ZFP3	ZFP3 zinc finger protein
ILMN_1665276	0.1552	0.00105609	-3.5641637	-0.7903	-0.33527142	576796259	MAPK1	mitogen-activated protein kinase 1
ILMN_1698167	0.1555	0.00107067	3.5592781	-0.802	0.24366614	323510645	ZHX1	zinc fingers and homeoboxes 1
ILMN_1651254	0.1555	0.00107222	3.5587601	-0.8032	0.28689914	669033271	LPP	LIM domain containing preferred translocation partner in lipoma
ILMN_1771139	0.1561	0.0011029	3.5486997	-0.8271	0.28688683	544186105	FBXO31	F-box protein 31
ILMN_1798826	0.1561	0.00110723	3.5473001	-0.8304	0.19403371	1000814586	MRPS25	mitochondrial ribosomal protein S25
ILMN_1679826	0.1561	0.00111337	-3.5453278	-0.8351	-0.83222415	262263313	CST7	cystatin F
ILMN_1664960	0.1561	0.00111476	3.5448822	-0.8362	0.1306332	326319989	CEP170B	centrosomal protein 170B
ILMN_1684402	0.1561	0.00112062	-3.5430094	-0.8406	-0.29098436	339276052	STXBP5	syntaxin binding protein 5
ILMN_1811972	0.1561	0.00112363	3.5420508	-0.8429	0.257849	291190786	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase
ILMN_1805778	0.1561	0.00112595	3.5413135	-0.8447	0.19701175	118722348	RBM12B	RNA binding motif protein 12B
ILMN_1794038	0.1563	0.00113403	-3.5387609	-0.8507	-0.36544405	288557346	FAM49A	family with sequence similarity 49 member A
ILMN_1787212	0.1568	0.00114481	-3.5353794	-0.8587	-0.38789866	310832423	CDKN1A	cyclin dependent kinase inhibitor 1A
ILMN_1740385	0.1575	0.00116026	3.5305882	-0.8701	0.28289193	115648141	CEP164	centrosomal protein 164
ILMN_1717248	0.1575	0.00116517	-3.5290795	-0.8737	-0.18826417	190014614	C9orf66	chromosome 9 open reading frame 66
ILMN_1729314	0.1575	0.00118525	-3.5229667	-0.8882	-0.4716975	727346118	PRG2	proteoglycan 2, pro eosinophil major basic protein
ILMN_1812441	0.1575	0.00118622	3.5226751	-0.8889	0.33825521	568786327	FAM222B	family with sequence similarity 222 member B
ILMN_1764239	0.1575	0.00119239	3.5208171	-0.8933	0.27319623	545478260	PMPCA	peptidase, mitochondrial processing alpha subunit
ILMN_1778160	0.1575	0.00120881	3.5159232	-0.9048	0.25140072	195963419	PFAS	phosphoribosylformylglycinamidine synthase
ILMN_1692760	0.1575	0.00121123	3.5152064	-0.9065	0.27328253	NA		
ILMN_1656682	0.1575	0.00121722	-3.5134391	-0.9107	-0.37418317	677283302	AZIN1	antizyme inhibitor 1
ILMN_1738825	0.1575	0.00122062	-3.5124393	-0.9131	-0.26024097	148229915	HIC1	hypermethylated in cancer 1
ILMN_1744733	0.1575	0.00122603	3.5108562	-0.9168	0.11851881	125988407	PER2	period circadian clock 2
ILMN_1685369	0.1575	0.00122801	-3.5102767	-0.9182	-0.34719125	119393888	SLU7	SLU7 homolog, splicing factor
ILMN_1724342	0.1578	0.00125199	-3.5033456	-0.9346	-0.42459864	523498696	CCL1	C-C motif chemokine ligand 1
ILMN_1670302	0.1578	0.0012549	3.502515	-0.9365	0.54439993	194097329	HK3	hexokinase 3
ILMN_1652287	0.1578	0.00125521	3.5024263	-0.9368	0.07335535	189339247	NOG	noggin
ILMN_1719649	0.1578	0.00126759	3.4989054	-0.9451	0.51376997	270288732	TMEM63A	transmembrane protein 63A
ILMN_1652085	0.1578	0.00126797	3.4987985	-0.9453	0.34831108	315139023	MPHOSPH10	M-phase phosphoprotein 10
ILMN_1707175	0.1578	0.00127341	3.4972629	-0.949	0.22998403	182507166	NSD1	nuclear receptor binding SET domain protein 1
ILMN_1796830	0.1585	0.00128605	-3.4937167	-0.9573	-0.20838305	NA		
ILMN_1803810	0.1602	0.00130703	3.4879073	-0.971	0.36688575	110611219	RRBP1	ribosome binding protein 1
ILMN_1689747	0.1636	0.00135734	3.4743332	-1.003	0.38577124	194294559	NOL8	nucleolar protein 8
ILMN_1789909	0.1636	0.00135875	3.4739596	-1.0039	0.38309844	45597174	TBC1D9B	TBC1 domain family member 9B
ILMN_1735402	0.1636	0.00135882	3.4739399	-1.0039	0.19695101	195539365	DCAF5	DDB1 and CUL4 associated factor 5
ILMN_1673023	0.1636	0.00137792	3.4689194	-1.0158	0.2809323	331284124	EP400	E1A binding protein p400
ILMN_1721816	0.1636	0.00137889	3.4686648	-1.0164	0.18028641	387849299	SUPT3H	SPT3 homolog, SAGA and STAGA complex component
ILMN_1792951	0.1636	0.00138074	-3.468183	-1.0175	-0.5174225	63079684	ZHX2	zinc fingers and homeoboxes 2
ILMN_1712561	0.1636	0.00139694	3.463985	-1.0274	0.3178468	63079687	TAF13	TATA-box binding protein associated factor 13
ILMN_1676358	0.1636	0.00139778	-3.4637661	-1.0279	-0.51811862	48762927	RALB	RALB Ras like proto-oncogene B
ILMN_1678707	0.1636	0.00142107	3.4578152	-1.0419	0.34089478	386869490	TAF15	TATA-box binding protein associated factor 15
ILMN_1660810	0.1636	0.00142247	3.4574609	-1.0427	0.3453277	296040451	TTC17	tetratricopeptide repeat domain 17
ILMN_1808095	0.1636	0.00142304	-3.4573158	-1.043	-0.21152306	338827614	RNF41	ring finger protein 41
ILMN_1780698	0.1636	0.00142912	3.4557786	-1.0466	0.34069388	116268102	ZFYVE19	zinc finger FYVE-type containing 19
ILMN_1743519	0.1636	0.0014331	-3.4547772	-1.049	-1.00263466	511772968	ADORA2A	adenosine A2a receptor
ILMN_1754179	0.1636	0.00143805	3.4535331	-1.0519	0.27548482	541862239	AP1G2	adaptor related protein complex 1 gamma 2 subunit
ILMN_1784602	0.1639	0.00144832	-3.4509691	-1.0579	-0.45525756	310832422	CDKN1A	cyclin dependent kinase inhibitor 1A
ILMN_1779095	0.1653	0.0014773	-3.4438225	-1.0747	-0.62198332	356640246	CEBPE	CCAAT/enhancer binding protein epsilon
ILMN_1714157	0.1653	0.00147875	3.4434664	-1.0755	0.10567351	56118216	GALE	UDP-galactose-4-epimerase
ILMN_1720080	0.1653	0.0014832	-3.4423818	-1.0781	-0.52075957	514388115	KLF10	Kruppel like factor 10
ILMN_1719476	0.1665	0.00152294	-3.432835	-1.1005	-0.39644318	NA		
ILMN_1737935	0.1665	0.00152502	3.4323415	-1.1016	0.21304167	499591025	MACF1	microtubule-actin crosslinking factor 1
ILMN_1749673	0.1665	0.00152555	-3.4322152	-1.1019	-0.49361154	238908511	CSF2RA	colony stimulating factor 2 receptor alpha subunit
ILMN_1723124	0.1665	0.00152582	3.4321521	-1.1021	0.15471622	573459782	GALK2	galactokinase 2
ILMN_1807926	0.1665	0.00153297	-3.4304617	-1.106	-0.08203369	NA		
ILMN_1673518	0.1665	0.00154242	-3.4282395	-1.1112	-0.24584431	335057562	BRWD1	bromodomain and WD repeat domain containing 1
ILMN_1727043	0.1665	0.00154612	3.4273737	-1.1132	0.42287928	964751502	COLGALT1	collagen beta(1-O)galactosyltransferase 1
ILMN_1776119	0.1669	0.00155705	3.4248279	-1.1192	0.24563019	25914748	ABCC10	ATP binding cassette subfamily C member 10
ILMN_1763455	0.1674	0.00156996	-3.4218397	-1.1262	-0.7917844	145580633	VSTM1	V-set and transmembrane domain containing 1
ILMN_1690325	0.1677	0.00158007	-3.4195179	-1.1316	-0.30578617	197099797	NFYA	nuclear transcription factor Y subunit alpha
ILMN_1758750	0.1683	0.00159575	3.4159434	-1.14	0.37313594	134288910	EARS2	glutamyl-tRNA synthetase 2, mitochondrial
ILMN_1673962	0.1683	0.00160047	3.4148753	-1.1425	0.25325426	223468614	NUP205	nucleoporin 205
ILMN_1801421	0.1684	0.00161088	-3.4125267	-1.148	-0.43282054	195234784	EMD	emerin
ILMN_1802603	0.1684	0.00161753	3.4110354	-1.1514	0.35538021	74271815	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ILMN_1675191	0.1684	0.00162478	-3.4094137	-1.1552	-0.64413749	750321143	GAPT	GRB2-binding adaptor protein, transmembrane
ILMN_1756338	0.1715	0.00166225	3.4011513	-1.1745	0.28573558	49472836	SFXN3	sideroflexin 3
ILMN_1688659	0.1723	0.00167728	-3.3978852	-1.1821	-0.97478701	296010861	IL1RN	interleukin 1 receptor antagonist
ILMN_1727567	0.1725	0.00169411	-3.3942636	-1.1906	-0.76966051	345842510	OLIG2	oligodendrocyte lineage transcription factor 2
ILMN_1773814	0.1725	0.00169505	3.3940616	-1.191	0.17643112	312176411	MUSTN1	musculoskeletal, embryonic nuclear protein 1
ILMN_1682038	0.1725	0.00170299	3.3923659	-1.195	0.44364428	94400877	SNORA25	small nucleolar RNA, H/ACA box 25
ILMN_1684074	0.1726	0.00171151	-3.3905549	-1.1992	-0.41739072	296040488	NUP98	nucleoporin 98
ILMN_1759460	0.1738	0.00173748	-3.3850855	-1.2119	-0.27935356	14717406	TAF7	TATA-box binding protein associated factor 7
ILMN_1681310	0.1738	0.0017395	3.3846624	-1.2129	0.33725463	661567350	MFSD7	major facilitator superfamily domain containing 7
ILMN_1674036	0.1752	0.00176434	3.3795093	-1.2249	0.83915661	528078307	BIRC7	baculoviral IAP repeat containing 7
