ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
3584	7.82e-04	1.39e-06	5.0216887	5.02876	4.82e-01	KAZALD1	Kazal type serine peptidase inhibitor domain 1
40994	7.82e-04	1.42e-06	5.0175106	5.01169	3.12e-01		
23512	7.82e-04	1.43e-06	5.0155382	5.00364	3.61e-01		
34974	7.82e-04	1.44e-06	5.0134177	4.99498	3.99e-01	GPR157	G protein-coupled receptor 157
25856	8.13e-04	1.52e-06	5.0020092	4.94845	2.45e-01		
13686	8.13e-04	1.54e-06	4.9992649	4.93726	2.71e-01	REL	REL proto-oncogene, NF-kB subunit
15453	8.42e-04	1.62e-06	4.9878558	4.89082	2.33e-01	ARRDC2	arrestin domain containing 2
17458	8.42e-04	1.63e-06	4.9863439	4.88467	4.53e-01		
35059	8.56e-04	1.68e-06	4.9792543	4.85586	2.50e-01	GK5	glycerol kinase 5 (putative)
22793	8.56e-04	1.69e-06	4.9773862	4.84827	4.73e-01		
5330	8.84e-04	1.77e-06	4.967681	4.80888	2.50e-01	NFKBID	NFKB inhibitor delta
22578	9.13e-04	1.85e-06	4.9580097	4.76968	2.82e-01		
26502	9.15e-04	1.87e-06	4.9549615	4.75734	1.94e-01	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
12810	9.21e-04	1.90e-06	4.9511281	4.74183	5.27e-01		
26371	9.50e-04	1.98e-06	4.9418179	4.70418	1.85e-01	NAT6	N-acetyltransferase 6
36233	9.50e-04	2.01e-06	4.9392259	4.69371	2.00e-01	SLC25A35	solute carrier family 25 member 35
33315	9.60e-04	2.05e-06	-4.9346782	4.67535	-9.11e-01		
7338	1.00e-03	2.16e-06	4.9220546	4.62444	2.14e-01	CLASRP	CLK4 associating serine/arginine rich protein
2652	1.01e-03	2.19e-06	4.9195022	4.61415	8.66e-01	CREM	cAMP responsive element modulator
33195	1.05e-03	2.31e-06	4.9076807	4.56658	2.94e-01	METRNL	meteorin like, glial cell differentiation regulator
16012	1.17e-03	2.59e-06	4.8812412	4.46048	4.46e-01		
18778	1.20e-03	2.69e-06	4.8724441	4.42527	2.47e-01		
19995	1.22e-03	2.77e-06	4.8662478	4.4005	2.15e-01	ARID5A	AT-rich interaction domain 5A
34743	1.24e-03	2.84e-06	4.8606983	4.37833	2.29e-01	CLASRP	CLK4 associating serine/arginine rich protein
17963	1.26e-03	2.90e-06	4.8555573	4.35781	2.31e-01		
33867	1.26e-03	2.93e-06	4.8531009	4.34801	3.42e-01	LRP5L	LDL receptor related protein 5 like
39063	1.28e-03	3.01e-06	4.8468485	4.32308	4.91e-01	RGL3	ral guanine nucleotide dissociation stimulator like 3
24277	1.33e-03	3.18e-06	4.8342381	4.27288	7.10e-01	CREM	cAMP responsive element modulator
23704	1.33e-03	3.21e-06	4.832441	4.26573	2.79e-01	ASMTL-AS1	ASMTL antisense RNA 1
6268	1.33e-03	3.25e-06	-4.8295793	4.25435	-2.54e-01	RASGEF1B	RasGEF domain family member 1B
33317	1.33e-03	3.27e-06	4.8279379	4.24783	4.82e-01		
1759	1.33e-03	3.28e-06	4.8270624	4.24435	4.21e-01	ADAMTSL4	ADAMTS like 4
28618	1.43e-03	3.56e-06	4.8085013	4.17071	4.11e-01	PDE2A	phosphodiesterase 2A
17787	1.57e-03	3.94e-06	4.7851717	4.07844	1.77e-01	SOGA1	suppressor of glucose, autophagy associated 1
18463	1.82e-03	4.62e-06	4.7484212	3.93375	3.86e-01	BCL3	B-cell CLL/lymphoma 3
1253	1.83e-03	4.67e-06	4.745793	3.92344	3.67e-01		
5312	1.83e-03	4.71e-06	4.7439271	3.91612	2.65e-01		
9345	1.86e-03	4.86e-06	4.7368212	3.88825	2.81e-01		
4407	1.86e-03	4.89e-06	4.7354188	3.88276	3.12e-01		
22747	1.86e-03	4.91e-06	4.7342	3.87798	5.08e-01	MXD1	MAX dimerization protein 1
25892	2.00e-03	5.32e-06	4.7155205	3.80492	1.81e-01	RABGEF1	RAB guanine nucleotide exchange factor 1
32295	2.02e-03	5.42e-06	4.7111915	3.78801	2.24e-01	GNL3L	G protein nucleolar 3 like
28196	2.02e-03	5.48e-06	4.7088591	3.77891	2.29e-01	CCDC130	coiled-coil domain containing 130
23152	2.02e-03	5.53e-06	4.7066115	3.77014	2.49e-01		
14680	2.12e-03	5.90e-06	4.6916054	3.71168	3.40e-01	CAPN3	calpain 3
31272	2.12e-03	5.93e-06	4.6902013	3.70622	2.02e-01	RABGEF1	RAB guanine nucleotide exchange factor 1
27152	2.12e-03	5.94e-06	4.6898715	3.70493	2.38e-01		
40382	2.12e-03	5.99e-06	4.6880908	3.69801	1.78e-01	FAM53C	family with sequence similarity 53 member C
42752	2.19e-03	6.26e-06	4.6776591	3.65747	4.84e-01	FOSL2	FOS like 2, AP-1 transcription factor subunit
5374	2.19e-03	6.27e-06	4.6772642	3.65594	5.81e-01		
3114	2.39e-03	6.92e-06	-4.6543129	3.56699	-8.59e-01		
40186	2.39e-03	6.96e-06	4.6530039	3.56192	2.65e-01		
39638	2.44e-03	7.16e-06	4.6463076	3.53604	2.38e-01	LPCAT1	lysophosphatidylcholine acyltransferase 1
15637	2.45e-03	7.27e-06	4.6427575	3.52233	4.84e-01	NR4A3	nuclear receptor subfamily 4 group A member 3
22916	2.45e-03	7.31e-06	4.6414198	3.51716	2.44e-01	CDK5RAP3	CDK5 regulatory subunit associated protein 3
2200	2.67e-03	8.04e-06	4.6187599	3.42984	2.82e-01	FAM102B	family with sequence similarity 102 member B
25122	2.67e-03	8.12e-06	4.6164281	3.42088	7.89e-01	CREM	cAMP responsive element modulator
15472	2.67e-03	8.18e-06	4.6147361	3.41437	4.69e-01	DOCK10	dedicator of cytokinesis 10
35925	2.67e-03	8.19e-06	4.6145492	3.41365	3.13e-01	AVPI1	arginine vasopressin induced 1
3880	2.79e-03	8.62e-06	4.6024851	3.36732	1.36	SCGB1A1	secretoglobin family 1A member 1
26702	2.79e-03	8.72e-06	4.5996845	3.35658	1.91e-01	CYTH4	cytohesin 4
3953	2.79e-03	8.84e-06	4.5965676	3.34463	2.88e-01		
3115	2.79e-03	8.84e-06	4.596364	3.34385	2.93e-01	NPFF	neuropeptide FF-amide peptide precursor
23199	2.79e-03	8.85e-06	4.5962427	3.34339	4.40e-01		
17271	2.85e-03	9.11e-06	4.5893046	3.31681	2.71e-01		
17790	2.91e-03	9.37e-06	4.5825743	3.29106	1.73e-01	HKR1	HKR1, GLI-Kruppel zinc finger family member
6293	2.96e-03	9.59e-06	4.5770637	3.27	2.64e-01	BCL2L11	BCL2 like 11
31524	2.97e-03	9.71e-06	4.5740823	3.25861	1.94e-01	SGSM2	small G protein signaling modulator 2
32977	3.06e-03	1.01e-05	4.5641988	3.2209	4.66e-01		
26552	3.06e-03	1.01e-05	4.5640519	3.22034	2.19e-01		
17791	3.15e-03	1.05e-05	4.5559625	3.18952	1.97e-01	ZFYVE27	zinc finger FYVE-type containing 27
43159	3.15e-03	1.06e-05	4.5536748	3.18081	1.73e-01	SMYD4	SET and MYND domain containing 4
15059	3.29e-03	1.11e-05	4.5422874	3.13751	1.95e-01		
14646	3.40e-03	1.15e-05	4.5329738	3.10216	2.25e-01	BRICD5	BRICHOS domain containing 5
11239	3.51e-03	1.21e-05	4.522482	3.0624	3.24e-01	LOC401317	uncharacterized LOC401317
17990	3.51e-03	1.21e-05	4.521803	3.05983	3.21e-01		
13930	3.58e-03	1.24e-05	4.5149825	3.03402	5.25e-01		
13722	3.58e-03	1.25e-05	4.5136742	3.02908	4.49e-01		
39732	3.58e-03	1.26e-05	4.512512	3.02468	1.78e-01	COX4I1	cytochrome c oxidase subunit 4I1
41701	3.61e-03	1.28e-05	4.5089979	3.01141	3.81e-01	FOSL2	FOS like 2, AP-1 transcription factor subunit
13509	3.62e-03	1.29e-05	4.5069299	3.00359	2.12e-01		
12224	3.67e-03	1.32e-05	4.5008915	2.9808	1.90e-01		
31941	3.67e-03	1.32e-05	4.5005108	2.97937	3.53e-01		
26970	3.70e-03	1.34e-05	4.4975186	2.96808	4.98e-01	ROBO3	roundabout guidance receptor 3
27321	3.73e-03	1.36e-05	4.4935958	2.9533	2.88e-01		
43991	3.73e-03	1.38e-05	4.490714	2.94244	2.77e-01	VPS9D1	VPS9 domain containing 1
26128	3.73e-03	1.38e-05	4.4905969	2.942	2.25e-01	ARHGAP4	Rho GTPase activating protein 4
33192	3.74e-03	1.39e-05	-4.4888592	2.93545	-1.68e-01	ZNF845	zinc finger protein 845
20401	3.81e-03	1.42e-05	4.4831215	2.91386	1.47e-01	DSTYK	dual serine/threonine and tyrosine protein kinase
33083	3.88e-03	1.46e-05	4.4771452	2.8914	3.19e-01		
11981	4.06e-03	1.53e-05	4.4647969	2.84504	4.97e-01		
23576	4.15e-03	1.58e-05	4.4571894	2.81654	1.80e-01		
20955	4.15e-03	1.58e-05	4.4567834	2.81502	5.14e-01	ERRFI1	ERBB receptor feedback inhibitor 1
13406	4.23e-03	1.62e-05	4.4507309	2.79237	4.42e-01	LINC01000	long intergenic non-protein coding RNA 1000
6174	4.28e-03	1.66e-05	4.4452483	2.77187	2.76e-01	GABARAPL1	GABA type A receptor associated protein like 1
26249	4.28e-03	1.66e-05	4.4451431	2.77147	2.89e-01		
5254	4.29e-03	1.68e-05	-4.4430943	2.76382	-3.58e-01	P2RY13	purinergic receptor P2Y13
24611	4.29e-03	1.69e-05	4.4417226	2.75869	3.51e-01		
5637	4.31e-03	1.71e-05	-4.4389046	2.74817	-2.25e-01	CDKN2AIP	CDKN2A interacting protein
17156	4.34e-03	1.73e-05	4.436063	2.73757	4.49e-01		
8033	4.41e-03	1.76e-05	4.4308387	2.71808	1.10	CELA2A	chymotrypsin like elastase family member 2A
26292	4.44e-03	1.79e-05	4.4278134	2.70681	1.14e-01		
41527	4.55e-03	1.84e-05	4.4206498	2.68013	2.52e-01		
43881	4.55e-03	1.86e-05	4.4177185	2.66923	3.00e-01	RASGRP2	RAS guanyl releasing protein 2
8515	4.55e-03	1.86e-05	4.4177178	2.66922	2.33e-01		
31691	4.60e-03	1.89e-05	4.4137143	2.65434	2.39e-01	CHKB	choline kinase beta
10868	4.67e-03	1.93e-05	4.4087936	2.63606	1.79e-01	GGT7	gamma-glutamyltransferase 7
7871	4.81e-03	2.00e-05	4.4005884	2.6056	2.10e-01	BTG3	BTG anti-proliferation factor 3
3375	4.93e-03	2.06e-05	4.3929137	2.57716	3.73e-01	LDLRAD4	low density lipoprotein receptor class A domain containing 4
32418	4.93e-03	2.07e-05	4.3915556	2.57213	6.32e-01	ERRFI1	ERBB receptor feedback inhibitor 1
44943	4.93e-03	2.08e-05	4.390307	2.56751	4.20e-01		
7355	4.96e-03	2.11e-05	4.387072	2.55554	1.69e-01		
26876	4.96e-03	2.12e-05	4.3862558	2.55252	2.93e-01	PLAUR	plasminogen activator, urokinase receptor
26430	4.97e-03	2.13e-05	4.3847725	2.54703	2.17e-01	CDK5RAP3	CDK5 regulatory subunit associated protein 3
44142	4.98e-03	2.17e-05	4.3805087	2.53127	2.55e-01		
41372	4.98e-03	2.17e-05	4.3801883	2.53009	4.03e-01	LINC01089	long intergenic non-protein coding RNA 1089
27849	4.98e-03	2.17e-05	4.3801854	2.53008	3.03e-01	SLC8B1	solute carrier family 8 member B1
29226	4.98e-03	2.18e-05	4.3789	2.52533	2.59e-01		
43622	5.08e-03	2.23e-05	4.3729734	2.50344	2.28e-01	NPFF	neuropeptide FF-amide peptide precursor
33755	5.12e-03	2.26e-05	4.3699078	2.49213	2.65e-01		
1915	5.19e-03	2.32e-05	4.3635253	2.4686	2.32e-01	MAT2A	methionine adenosyltransferase 2A
18777	5.19e-03	2.34e-05	4.3613238	2.46049	4.25e-01	BTG3	BTG anti-proliferation factor 3
17129	5.19e-03	2.35e-05	4.3608521	2.45875	3.85e-01		
3310	5.19e-03	2.35e-05	4.3605137	2.45751	2.50e-01		
19483	5.19e-03	2.35e-05	4.3604291	2.4572	2.73e-01	ABCA7	ATP binding cassette subfamily A member 7
4895	5.21e-03	2.37e-05	4.3581825	2.44893	1.85e-01		
7585	5.27e-03	2.41e-05	4.3544126	2.43505	3.75e-01		
25085	5.41e-03	2.49e-05	4.3464098	2.40563	3.66e-01	ID3	inhibitor of DNA binding 3, HLH protein
14418	5.56e-03	2.59e-05	4.3365073	2.36929	8.04e-01		
25271	5.56e-03	2.59e-05	4.3363814	2.36883	2.58e-01	AMT	aminomethyltransferase
15459	5.56e-03	2.60e-05	4.3354817	2.36553	1.89e-01	ZBTB25	zinc finger and BTB domain containing 25
22802	5.56e-03	2.61e-05	-4.3352014	2.3645	-9.24e-01		
30808	5.88e-03	2.77e-05	4.3200987	2.30921	2.52e-01	BEST1	bestrophin 1
38469	5.93e-03	2.81e-05	-4.3169866	2.29784	-5.39e-01	DUSP6	dual specificity phosphatase 6
14917	5.94e-03	2.83e-05	4.3151654	2.29118	2.83e-01		
8561	6.04e-03	2.89e-05	4.3098898	2.27192	3.76e-01		
184	6.09e-03	2.94e-05	-4.3057502	2.25682	-1.53e-01	ATG5	autophagy related 5
3201	6.09e-03	2.94e-05	4.3055386	2.25605	3.25e-01	ATP1B3	ATPase Na+/K+ transporting subunit beta 3
2462	6.12e-03	2.97e-05	-4.3028314	2.24618	-1.89e-01	BBS12	Bardet-Biedl syndrome 12
39464	6.12e-03	2.99e-05	4.3013111	2.24064	3.53e-01		
19678	6.12e-03	3.00e-05	4.3000461	2.23603	1.72e-01	AFMID	arylformamidase
38136	6.12e-03	3.00e-05	-4.3000357	2.23599	-2.79e-01	BBC3	BCL2 binding component 3
15939	6.16e-03	3.04e-05	4.2971767	2.22558	2.44e-01	SNORA70	small nucleolar RNA, H/ACA box 70
12371	6.16e-03	3.05e-05	4.2962663	2.22226	1.98e-01	ZNF276	zinc finger protein 276
17543	6.24e-03	3.11e-05	4.2917094	2.20568	5.58e-01	ITIH4	inter-alpha-trypsin inhibitor heavy chain family member 4
13805	6.36e-03	3.18e-05	4.2858615	2.18442	2.94e-01		
31713	6.36e-03	3.20e-05	-4.2841283	2.17812	-2.83e-01	TAF7	TATA-box binding protein associated factor 7
3293	6.36e-03	3.21e-05	4.283664	2.17643	1.58e-01	SLC9A8	solute carrier family 9 member A8
23751	6.39e-03	3.24e-05	4.2814045	2.16823	5.29e-01	HBEGF	heparin binding EGF like growth factor
32651	6.39e-03	3.26e-05	4.2794927	2.16129	1.82e-01		
19305	6.39e-03	3.26e-05	4.2793602	2.16081	3.14e-01	MYO1G	myosin IG
21427	6.41e-03	3.29e-05	4.2774587	2.15391	2.52e-01	GNA13	G protein subunit alpha 13
5771	6.45e-03	3.32e-05	4.274798	2.14426	2.31e-01	GTPBP2	GTP binding protein 2
33521	6.76e-03	3.50e-05	4.2619713	2.0978	2.75e-01	PABPC1L	poly(A) binding protein cytoplasmic 1 like
22809	6.82e-03	3.55e-05	4.258361	2.08474	4.00e-01		
25939	6.82e-03	3.56e-05	4.2576775	2.08227	1.48e-01	HDAC6	histone deacetylase 6
4176	6.86e-03	3.60e-05	4.2553013	2.07368	2.50e-01	KSR1	kinase suppressor of ras 1
23017	6.87e-03	3.62e-05	4.2537083	2.06792	1.65e-01	RABGEF1	RAB guanine nucleotide exchange factor 1
894	6.93e-03	3.67e-05	4.2503894	2.05594	3.00e-01		
41257	6.95e-03	3.69e-05	4.248663	2.04971	1.92e-01	SUGP2	SURP and G-patch domain containing 2
6162	7.16e-03	3.82e-05	4.2403005	2.01955	2.78e-01		
36687	7.21e-03	3.86e-05	-4.2373683	2.00898	-1.41e-01	TBPL1	TATA-box binding protein like 1
13033	7.43e-03	4.01e-05	4.2278933	1.97489	1.70e-01	SPG7	SPG7, paraplegin matrix AAA peptidase subunit
5983	7.43e-03	4.02e-05	4.2272236	1.97248	3.31e-01		
17095	7.43e-03	4.03e-05	4.2269856	1.97162	3.35e-01	MID1IP1	MID1 interacting protein 1
27047	7.71e-03	4.23e-05	4.2146341	1.92728	1.98e-01		
27916	7.71e-03	4.23e-05	4.2145339	1.92692	1.89e-01	STARD5	StAR related lipid transfer domain containing 5
34234	7.71e-03	4.23e-05	-4.214341	1.92622	-2.66e-01		
36394	7.79e-03	4.29e-05	4.2107583	1.91338	2.18e-01	ZNF692	zinc finger protein 692
36581	7.80e-03	4.31e-05	4.2096858	1.90954	1.09	CELA2B	chymotrypsin like elastase family member 2B
16248	7.80e-03	4.35e-05	4.2076325	1.90218	3.00e-01	MXD1	MAX dimerization protein 1
11794	7.80e-03	4.35e-05	4.2074467	1.90151	1.41e-01	IKBKB	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
36010	7.92e-03	4.43e-05	-4.2027675	1.88476	-1.63e-01	NFYB	nuclear transcription factor Y subunit beta
20609	7.96e-03	4.47e-05	4.2004093	1.87633	3.54e-01	CIRBP	cold inducible RNA binding protein
27836	7.96e-03	4.49e-05	4.1994784	1.873	2.02e-01	ANKRD13D	ankyrin repeat domain 13D
34345	8.20e-03	4.66e-05	4.1899716	1.83903	2.95e-01		
27638	8.20e-03	4.67e-05	4.1898372	1.83855	4.71e-01		
16315	8.26e-03	4.71e-05	4.1871508	1.82896	4.11e-01	ADAMTSL4	ADAMTS like 4
29923	8.27e-03	4.74e-05	4.1857682	1.82403	1.77e-01		
14424	8.31e-03	4.78e-05	4.1835311	1.81605	1.90e-01	ERF	ETS2 repressor factor
38236	8.49e-03	4.94e-05	-4.1755912	1.78776	-2.27e-01		
37916	8.49e-03	4.94e-05	4.175538	1.78757	2.74e-01		
34902	8.49e-03	4.94e-05	4.1752794	1.78665	2.75e-01	ID3	inhibitor of DNA binding 3, HLH protein
22649	8.68e-03	5.07e-05	4.1688325	1.76371	1.58e-01	MRPS11	mitochondrial ribosomal protein S11
12556	8.70e-03	5.10e-05	4.1670671	1.75743	2.11e-01		
29804	8.75e-03	5.16e-05	4.1640995	1.74688	3.09e-01	AKAP8L	A-kinase anchoring protein 8 like
14764	8.75e-03	5.17e-05	4.1636029	1.74512	4.16e-01		
24404	8.75e-03	5.19e-05	4.1628883	1.74258	9.74e-02	QSOX2	quiescin sulfhydryl oxidase 2
21196	8.88e-03	5.29e-05	4.1581535	1.72577	4.22e-01	LINC01000	long intergenic non-protein coding RNA 1000
30210	8.98e-03	5.37e-05	4.1543008	1.71211	3.34e-01		
44165	8.98e-03	5.38e-05	4.153478	1.70919	1.75e-01	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase
39052	9.13e-03	5.51e-05	4.1474241	1.68774	2.55e-01		
28211	9.13e-03	5.52e-05	4.1473264	1.68739	3.32e-01		
6536	9.34e-03	5.67e-05	4.1404863	1.66318	2.99e-01		
13827	9.35e-03	5.71e-05	4.1387564	1.65706	4.32e-01		
10499	9.35e-03	5.71e-05	4.1385867	1.65646	2.94e-01	PPARD	peroxisome proliferator activated receptor delta
22963	9.38e-03	5.75e-05	4.1367128	1.64984	1.52e-01	C9orf131	chromosome 9 open reading frame 131
31203	9.46e-03	5.82e-05	4.1335869	1.6388	2.84e-01	CXCR5	C-X-C motif chemokine receptor 5
39188	9.50e-03	5.87e-05	4.1316696	1.63202	1.87e-01		
40729	9.56e-03	5.92e-05	4.1291674	1.62319	5.37e-01		
42877	9.86e-03	6.13e-05	-4.1204127	1.59232	-1.93e-01		
2662	1.00e-02	6.25e-05	-4.1154978	1.57501	-3.56e-01	GPC4	glypican 4
14425	1.00e-02	6.26e-05	4.1149624	1.57313	1.64e-01	ZNF335	zinc finger protein 335
25688	1.00e-02	6.29e-05	4.1136707	1.56858	2.75e-01		
24771	1.04e-02	6.57e-05	4.1026274	1.52977	2.05e-01	MROH1	maestro heat like repeat family member 1
20073	1.04e-02	6.57e-05	4.1025701	1.52957	1.91e-01	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
