ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1685237	0.00849	3.02e-05	4.467753	2.29277	0.3923567	NA		
ILMN_1725906	0.0085	3.08e-05	4.462463	2.2755	0.1624213	NA		
ILMN_1749838	0.0085	3.16e-05	4.455359	2.25233	0.5398935	37622340	MZF1	myeloid zinc finger 1
ILMN_1782247	0.0085	3.17e-05	4.454514	2.24957	0.5377054	153791534	KAT2A	lysine acetyltransferase 2A
ILMN_1764361	0.0085	3.18e-05	-4.453544	2.24641	-0.4772845	295849296	DUSP16	dual specificity phosphatase 16
ILMN_1660810	0.00863	3.27e-05	4.44602	2.2219	0.4235897	296040451	TTC17	tetratricopeptide repeat domain 17
ILMN_1811285	0.00894	3.43e-05	4.432995	2.17951	0.3334569	NA		
ILMN_1749821	0.00905	3.54e-05	-4.423669	2.1492	-0.4472866	745399078	MED28	mediator complex subunit 28
ILMN_1811972	0.00905	3.55e-05	4.423343	2.14814	0.2916779	291190786	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase
ILMN_1773814	0.00915	3.65e-05	4.415229	2.1218	0.2098361	312176411	MUSTN1	musculoskeletal, embryonic nuclear protein 1
ILMN_1745130	0.00915	3.71e-05	4.410774	2.10735	0.2840274	133925797	RBFOX2	RNA binding protein, fox-1 homolog 2
ILMN_1783226	0.00915	3.85e-05	-4.400546	2.0742	-0.3180046	115430253	SSR2	signal sequence receptor subunit 2
ILMN_1748292	0.00915	3.89e-05	4.397638	2.06478	0.32996	39753955	KRT79	keratin 79
ILMN_1744196	0.00915	3.90e-05	-4.39691	2.06242	-0.413079	565671688	C6orf1	chromosome 6 open reading frame 1
ILMN_1776119	0.00915	3.94e-05	4.393939	2.0528	0.254215	25914748	ABCC10	ATP binding cassette subfamily C member 10
ILMN_1723124	0.00915	3.97e-05	4.391949	2.04637	0.1647547	573459782	GALK2	galactokinase 2
ILMN_1733511	0.00915	3.99e-05	4.390712	2.04236	0.3686227	87196329	GOLGA3	golgin A3
ILMN_1784454	0.00915	4.00e-05	4.390174	2.04062	0.1333986	182507162	ITGB1	integrin subunit beta 1
ILMN_1711270	0.00915	4.00e-05	4.389864	2.03962	0.6435255	1012443718	SUGP2	SURP and G-patch domain containing 2
ILMN_1732053	0.00935	4.13e-05	4.380875	2.01055	0.5331231	NA		
ILMN_1722834	0.00953	4.26e-05	4.372445	1.98332	0.5788956	108773791	RGS12	regulator of G-protein signaling 12
ILMN_1676302	0.00953	4.41e-05	4.362666	1.95178	0.2705295	403224965	PCED1A	PC-esterase domain containing 1A
ILMN_1812441	0.00953	4.47e-05	4.358959	1.93983	0.3674923	568786327	FAM222B	family with sequence similarity 222 member B
ILMN_1791904	0.00953	4.47e-05	4.358678	1.93892	0.3461562	170016076	ATP13A1	ATPase 13A1
ILMN_1803277	0.00953	4.48e-05	4.358531	1.93845	0.3238966	312261256	MVP	major vault protein
ILMN_1666632	0.00953	4.49e-05	4.357588	1.93541	0.3542665	574584846	VPS52	VPS52, GARP complex subunit
ILMN_1815392	0.00953	4.52e-05	4.356036	1.93041	0.3057598	226507776	ACTRT1	actin related protein T1
ILMN_1777487	0.00953	4.57e-05	4.352741	1.91979	0.3175711	392513691	ZNF839	zinc finger protein 839
ILMN_1697420	0.00953	4.60e-05	-4.351033	1.9143	-0.2668446	151101234	TINF2	TERF1 interacting nuclear factor 2
ILMN_1688231	0.00983	4.82e-05	-4.338041	1.8725	-0.5672529	1017029557	TREM1	triggering receptor expressed on myeloid cells 1
ILMN_1720080	0.00983	4.83e-05	-4.337242	1.86993	-0.5336217	514388115	KLF10	Kruppel like factor 10
ILMN_1768973	0.01054	5.23e-05	-4.315154	1.79903	-1.2808629	27436923	HIST2H2AC	histone cluster 2, H2ac
ILMN_1778668	0.01054	5.30e-05	4.31135	1.78684	0.9166369	48255906	TAGLN	transgelin
ILMN_1651964	0.01054	5.35e-05	4.308351	1.77724	0.3624426	987437937	ABCC5	ATP binding cassette subfamily C member 5
ILMN_1695851	0.01054	5.39e-05	4.306636	1.77175	0.4336301	469663641	PARVG	parvin gamma
ILMN_1718558	0.01054	5.42e-05	4.304997	1.7665	0.345798	733214993	PARP12	poly(ADP-ribose) polymerase family member 12
ILMN_1674036	0.01061	5.50e-05	4.300681	1.75268	0.8225682	528078307	BIRC7	baculoviral IAP repeat containing 7
ILMN_1705617	0.01062	5.59e-05	-4.295976	1.73764	-0.2682278	49472823	CFL1	cofilin 1
ILMN_1724341	0.01062	5.61e-05	4.295189	1.73512	0.3615932	1024249245	ALG13	ALG13, UDP-N-acetylglucosaminyltransferase subunit
ILMN_1684060	0.01062	5.68e-05	4.291515	1.72338	0.1595752	NA		
ILMN_1706531	0.01062	5.73e-05	4.289033	1.71545	0.4524688	987437936	ABCC5	ATP binding cassette subfamily C member 5
ILMN_1729684	0.01062	5.74e-05	4.288561	1.71394	0.2856504	161016771	CDK9	cyclin dependent kinase 9
ILMN_1669310	0.01071	5.84e-05	4.283748	1.69857	0.5359989	358679345	RHOT2	ras homolog family member T2
ILMN_1728803	0.01077	5.92e-05	4.279986	1.68656	0.1636496	392996996	HMP19	HMP19 protein
ILMN_1806408	0.0118	6.61e-05	4.248953	1.58774	0.4431964	394025721	ACADVL	acyl-CoA dehydrogenase, very long chain
ILMN_1796830	0.0118	6.61e-05	-4.248676	1.58685	-0.2185765	NA		
ILMN_1657495	0.0118	6.65e-05	4.247201	1.58217	0.49582	747165392	MLEC	malectin
ILMN_1678707	0.01233	7.02e-05	4.232017	1.53397	0.3302867	386869490	TAF15	TATA-box binding protein associated factor 15
ILMN_1782079	0.01233	7.11e-05	4.228253	1.52204	0.3881138	87116670	ZFP3	ZFP3 zinc finger protein
ILMN_1753502	0.01233	7.12e-05	4.227933	1.52102	0.1391136	62865873	IGSF11	immunoglobulin superfamily member 11
ILMN_1656840	0.01274	7.41e-05	4.216531	1.48492	0.300438	732693505	VPS13D	vacuolar protein sorting 13 homolog D
ILMN_1765520	0.01277	7.48e-05	4.213735	1.47607	0.413535	53729336	MTIF2	mitochondrial translational initiation factor 2
ILMN_1771815	0.01282	7.64e-05	-4.20794	1.45774	-0.3096851	545687803	RTFDC1	replication termination factor 2 domain containing 1
ILMN_1658261	0.01282	7.66e-05	4.206974	1.45469	0.2305035	190684670	MAPKBP1	mitogen-activated protein kinase binding protein 1
ILMN_1746686	0.01282	7.74e-05	4.204126	1.44569	0.2361214	974141106	POLR1C	RNA polymerase I subunit C
ILMN_1783985	0.01282	7.74e-05	4.203996	1.44528	0.3148161	341926261	COQ6	coenzyme Q6, monooxygenase
ILMN_1652394	0.01301	7.92e-05	-4.197634	1.42519	-0.3190702	336391091	RAB2A	RAB2A, member RAS oncogene family
ILMN_1796458	0.0132	8.21e-05	-4.187229	1.39237	-0.5263568	27374999	GABARAPL2	GABA type A receptor associated protein like 2
ILMN_1690921	0.0132	8.21e-05	4.187167	1.39217	0.4678107	291219920	STAT2	signal transducer and activator of transcription 2
ILMN_1757604	0.0132	8.27e-05	4.185315	1.38634	0.5906854	47519615	TPM2	tropomyosin 2 (beta)
ILMN_1780698	0.0132	8.27e-05	4.185199	1.38597	0.3417635	116268102	ZFYVE19	zinc finger FYVE-type containing 19
ILMN_1789405	0.01356	8.56e-05	4.175543	1.35556	0.3223102	1015576769	TANGO2	transport and golgi organization 2 homolog
ILMN_1793017	0.01365	8.68e-05	4.171537	1.34296	0.5143301	371874149	DGKQ	diacylglycerol kinase theta
ILMN_1805161	0.01424	9.12e-05	4.157291	1.29819	0.4340009	122939136	LZTR1	leucine zipper like transcription regulator 1
ILMN_1755883	0.01424	9.18e-05	-4.155505	1.29258	-0.4826566	294459919	RPS27A	ribosomal protein S27a
ILMN_1778673	0.01538	1.00e-04	-4.130828	1.21527	-0.2473731	50541945	GOLGA7	golgin A7
ILMN_1666019	0.01538	1.01e-04	4.12708	1.20355	0.2150981	542133154	ADNP	activity dependent neuroprotector homeobox
ILMN_1690566	0.01538	1.02e-04	4.125609	1.19895	0.4870146	30474868	RASSF4	Ras association domain family member 4
ILMN_1665276	0.01538	1.03e-04	-4.122536	1.18934	-0.3279398	576796259	MAPK1	mitogen-activated protein kinase 1
ILMN_1675156	0.01538	1.03e-04	-4.121988	1.18763	-0.5548575	89903014	CDC42	cell division cycle 42
ILMN_1671742	0.01538	1.04e-04	4.119982	1.18137	0.2361052	325120962	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
ILMN_1740216	0.01538	1.04e-04	4.119099	1.17861	0.3257317	4557562	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit
ILMN_1693538	0.01538	1.05e-04	4.115643	1.16782	0.6269913	343183345	STK36	serine/threonine kinase 36
ILMN_1657893	0.01538	1.08e-04	4.109963	1.1501	0.470178	542029075	TXNRD2	thioredoxin reductase 2
ILMN_1681067	0.01538	1.08e-04	-4.108472	1.14545	-0.4472539	217330621	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
ILMN_1814396	0.01538	1.10e-04	-4.103349	1.12948	-0.2613718	320202965	MAGOH	mago homolog, exon junction complex core component
ILMN_1789283	0.01538	1.11e-04	-4.101311	1.12313	-0.2705091	NA		
ILMN_1800468	0.01538	1.11e-04	4.100732	1.12133	0.1881256	972775890	KLKB1	kallikrein B1
ILMN_1791388	0.01538	1.11e-04	-4.10022	1.11973	-0.2535042	619328943	ZNF787	zinc finger protein 787
ILMN_1709204	0.01538	1.11e-04	-4.099625	1.11788	-0.8507916	148536834	CLEC4A	C-type lectin domain family 4 member A
ILMN_1659189	0.01538	1.12e-04	-4.099531	1.11759	-0.6542388	966751386	CARD19	caspase recruitment domain family member 19
ILMN_1676625	0.01538	1.12e-04	4.099364	1.11707	0.2947317	684625049	SS18L1	SS18L1, nBAF chromatin remodeling complex subunit
ILMN_1807972	0.01538	1.12e-04	4.09922	1.11662	0.563672	205360946	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1
ILMN_1706523	0.01541	1.13e-04	-4.096866	1.10929	-0.5540729	NA		
ILMN_1772123	0.0156	1.15e-04	4.091648	1.09305	0.3150149	38679973	ACACA	acetyl-CoA carboxylase alpha
ILMN_1752032	0.0157	1.16e-04	4.087243	1.07936	0.1650562	NA		
ILMN_1815548	0.0157	1.17e-04	4.08586	1.07506	0.12239	284172436	OR52D1	olfactory receptor family 52 subfamily D member 1
ILMN_1653494	0.0157	1.17e-04	4.084458	1.0707	0.1321295	5454031	S100A1	S100 calcium binding protein A1
ILMN_1664795	0.01603	1.21e-04	-4.076747	1.04675	-0.312978	323362996	MOB4	MOB family member 4, phocein
ILMN_1693004	0.01603	1.22e-04	4.07471	1.04043	0.3702408	66773343	SOGA1	suppressor of glucose, autophagy associated 1
ILMN_1668743	0.01603	1.22e-04	-4.07333	1.03615	-0.7643549	NA		
ILMN_1688070	0.01611	1.24e-04	4.068896	1.0224	0.3441624	NA		
ILMN_1725973	0.01611	1.24e-04	4.068398	1.02085	0.4558308	NA		
ILMN_1807609	0.01625	1.26e-04	4.06422	1.0079	0.2620557	485837025	SPTBN5	spectrin beta, non-erythrocytic 5
ILMN_1723177	0.01638	1.28e-04	4.060284	0.99571	0.2781191	213385321	ANAPC5	anaphase promoting complex subunit 5
ILMN_1685653	0.01662	1.30e-04	-4.054414	0.97754	-0.5361446	607344306	RPS17	ribosomal protein S17
ILMN_1656452	0.01664	1.31e-04	4.052353	0.97116	0.1124193	84626579	C16orf59	chromosome 16 open reading frame 59
ILMN_1770227	0.01724	1.38e-04	-4.037496	0.92526	-0.2511485	94721249	VAPA	VAMP associated protein A
ILMN_1815716	0.01724	1.38e-04	4.037218	0.9244	0.2187503	223468598	LMLN	leishmanolysin like peptidase
ILMN_1812953	0.01724	1.38e-04	4.037073	0.92395	0.269134	289577087	PPARGC1B	PPARG coactivator 1 beta
ILMN_1775330	0.01751	1.42e-04	4.030011	0.90217	0.7731734	155029551	C15orf52	chromosome 15 open reading frame 52
ILMN_1682226	0.01751	1.42e-04	4.029351	0.90014	0.4549947	297515453	CLDN15	claudin 15
ILMN_1778845	0.01755	1.43e-04	4.026869	0.89248	0.377455	215983092	FAM111A	family with sequence similarity 111 member A
ILMN_1676665	0.01755	1.44e-04	4.025413	0.888	0.532999	428755337	CUEDC1	CUE domain containing 1
ILMN_1735402	0.01788	1.48e-04	4.018252	0.86595	0.1946908	195539365	DCAF5	DDB1 and CUL4 associated factor 5
ILMN_1698728	0.01788	1.48e-04	-4.016866	0.86168	-0.480722	751247054	FGD4	FYVE, RhoGEF and PH domain containing 4
ILMN_1671568	0.01792	1.50e-04	4.012983	0.84974	0.6861982	312176382	ECHDC2	enoyl-CoA hydratase domain containing 2
ILMN_1752335	0.01792	1.52e-04	4.00976	0.83983	0.1346197	189217879	CEACAM19	carcinoembryonic antigen related cell adhesion molecule 19
ILMN_1684074	0.01792	1.53e-04	-4.007452	0.83274	-0.4175315	296040488	NUP98	nucleoporin 98
ILMN_1658175	0.01792	1.54e-04	4.004993	0.82518	0.5324865	NA		
ILMN_1800750	0.01792	1.55e-04	4.004561	0.82385	0.3264477	300934731	ZNF692	zinc finger protein 692
ILMN_1728605	0.01792	1.55e-04	4.00448	0.8236	0.395253	49640010	TTC3	tetratricopeptide repeat domain 3
ILMN_1811443	0.01792	1.57e-04	3.999684	0.80888	0.2689531	189095260	AVP	arginine vasopressin
ILMN_1794612	0.01792	1.58e-04	3.998919	0.80653	0.4041558	38045947	UBA7	ubiquitin like modifier activating enzyme 7
ILMN_1808095	0.01792	1.58e-04	-3.998105	0.80404	-0.237114	338827614	RNF41	ring finger protein 41
ILMN_1703263	0.01792	1.58e-04	-3.997671	0.8027	-0.4712475	217330599	SP140	SP140 nuclear body protein
ILMN_1759460	0.01792	1.58e-04	-3.997526	0.80226	-0.3411383	14717406	TAF7	TATA-box binding protein associated factor 7
ILMN_1737631	0.01792	1.58e-04	3.99752	0.80224	0.2156236	442796406	PAQR6	progestin and adipoQ receptor family member 6
ILMN_1718044	0.01792	1.59e-04	3.996264	0.79839	0.3362428	260166617	ELAC2	elaC ribonuclease Z 2
ILMN_1781285	0.01811	1.62e-04	-3.990754	0.78149	-0.3426393	259013538	DUSP1	dual specificity phosphatase 1
ILMN_1703284	0.01811	1.62e-04	3.990349	0.78025	0.593753	55749599	SPIRE2	spire type actin nucleation factor 2
ILMN_1713726	0.01845	1.66e-04	3.983326	0.75874	0.2371949	197099797	NFYA	nuclear transcription factor Y subunit alpha
ILMN_1724612	0.01858	1.70e-04	3.977329	0.74038	0.2219144	1003701435	SLC25A35	solute carrier family 25 member 35
ILMN_1699112	0.01858	1.70e-04	3.976941	0.7392	0.2533756	221316628	COPB1	coatomer protein complex subunit beta 1
ILMN_1658995	0.01858	1.70e-04	-3.976167	0.73683	-0.4345024	81295403	ACOT9	acyl-CoA thioesterase 9
ILMN_1783285	0.01858	1.71e-04	3.975337	0.73429	0.3096645	669033296	CTPS1	CTP synthase 1
ILMN_1696757	0.01858	1.72e-04	3.974143	0.73064	0.3895433	197333812	TTC14	tetratricopeptide repeat domain 14
ILMN_1728426	0.01859	1.73e-04	3.971256	0.72182	0.3660781	222136582	INPPL1	inositol polyphosphate phosphatase like 1
ILMN_1798346	0.01859	1.73e-04	3.971046	0.72117	0.2351319	109948291	KIAA1468	KIAA1468
ILMN_1679405	0.01902	1.78e-04	3.962967	0.6965	0.2579316	380692326	DDX56	DEAD-box helicase 56
ILMN_1682658	0.01904	1.79e-04	3.961288	0.69137	0.2433906	197116362	EPM2AIP1	EPM2A interacting protein 1
ILMN_1655126	0.01908	1.81e-04	3.95924	0.68513	0.5258848	156231038	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2
ILMN_1708147	0.0193	1.84e-04	-3.954062	0.66934	-0.2654912	358439416	TBPL1	TATA-box binding protein like 1
ILMN_1804445	0.0193	1.84e-04	3.953009	0.66613	0.2428376	371872959	ATF7IP2	activating transcription factor 7 interacting protein 2
ILMN_1711792	0.0194	1.86e-04	-3.950196	0.65756	-0.4924438	291327498	GPBP1	GC-rich promoter binding protein 1
ILMN_1753819	0.01944	1.88e-04	-3.948227	0.65156	-0.4284948	62865648	RFFL	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
ILMN_1796210	0.01946	1.89e-04	3.945489	0.64322	0.2831554	570359568	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1
ILMN_1668065	0.01946	1.90e-04	3.944207	0.63932	0.2165249	203098442	ELMOD3	ELMO domain containing 3
ILMN_1697510	0.01946	1.90e-04	-3.943793	0.63806	-0.3231692	253970487	ACSS2	acyl-CoA synthetase short-chain family member 2
ILMN_1753468	0.01953	1.92e-04	-3.941386	0.63074	-0.4002911	383872437	CD63	CD63 molecule
ILMN_1681118	0.01955	1.93e-04	3.93912	0.62384	0.3272252	574957124	CAPRIN2	caprin family member 2
ILMN_1702592	0.01955	1.94e-04	3.938357	0.62152	0.3587156	757813194	WDR73	WD repeat domain 73
ILMN_1806010	0.01997	2.00e-04	3.929799	0.59552	0.3608762	574957148	CUL9	cullin 9
ILMN_1784785	0.01997	2.00e-04	3.929419	0.59436	0.1958481	817474284	COPS7B	COP9 signalosome subunit 7B
ILMN_1724720	0.01998	2.01e-04	3.928051	0.59021	0.2533266	1034301421	HTT	huntingtin
ILMN_1743103	0.01998	2.02e-04	3.926701	0.58611	0.6590337	55749543	SH3PXD2A	SH3 and PX domains 2A
ILMN_1815581	0.02019	2.05e-04	3.922313	0.5728	0.5044509	166064059	SLC22A18	solute carrier family 22 member 18
ILMN_1727043	0.0202	2.06e-04	3.920853	0.56837	0.4309603	964751502	COLGALT1	collagen beta(1-O)galactosyltransferase 1
ILMN_1709124	0.02044	2.09e-04	3.915996	0.55365	0.2303958	229576807	ANO8	anoctamin 8
ILMN_1658373	0.02072	2.13e-04	3.910679	0.53754	0.4418765	261878447	PAN2	PAN2 poly(A) specific ribonuclease subunit
ILMN_1653342	0.02101	2.17e-04	3.904553	0.519	0.3430774	386781331	DUS1L	dihydrouridine synthase 1 like
ILMN_1779076	0.02101	2.18e-04	-3.903458	0.51569	-0.3234068	189217862	HINT3	histidine triad nucleotide binding protein 3
