ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_1770227	0.01913	3.04e-05	-4.7704606	2.3708	-0.2602617	94721249	VAPA	VAMP associated protein A
ILMN_1811522	0.01913	3.09e-05	4.7648361	2.3555	0.73270533	153791312	SCO2	SCO2 cytochrome c oxidase assembly protein
ILMN_1682232	0.01913	3.16e-05	-4.7578683	2.3366	-0.28668184	225735604	MIER1	MIER1 transcriptional regulator
ILMN_1806010	0.01913	3.36e-05	4.7372209	2.2804	0.42345022	574957148	CUL9	cullin 9
ILMN_1656840	0.01913	3.36e-05	4.7369742	2.2798	0.32206426	732693505	VPS13D	vacuolar protein sorting 13 homolog D
ILMN_1698213	0.01913	3.38e-05	-4.7353401	2.2753	-0.41967048	NA		
ILMN_1688011	0.01913	3.47e-05	4.7264883	2.2513	0.38421626	88853067	UPF1	UPF1, RNA helicase and ATPase
ILMN_1700109	0.01913	3.60e-05	4.7147706	2.2194	0.43242951	760998006	PTOV1	prostate tumor overexpressed 1
ILMN_1722834	0.01913	3.70e-05	4.7054266	2.194	0.52769779	108773791	RGS12	regulator of G-protein signaling 12
ILMN_1773814	0.01913	3.74e-05	4.7014168	2.1832	0.23950864	312176411	MUSTN1	musculoskeletal, embryonic nuclear protein 1
ILMN_1713993	0.01913	3.78e-05	-4.6985903	2.1755	-0.35353408	221316643	UBAC2	UBA domain containing 2
ILMN_1740477	0.01913	3.82e-05	4.6946867	2.1649	0.45729804	751247015	PTPN23	protein tyrosine phosphatase, non-receptor type 23
ILMN_1762508	0.01913	3.95e-05	-4.6839409	2.1357	-0.7364557	754502068	C9orf72	chromosome 9 open reading frame 72
ILMN_1815581	0.01913	3.99e-05	4.6801024	2.1253	0.58199447	166064059	SLC22A18	solute carrier family 22 member 18
ILMN_1656621	0.01913	4.04e-05	-4.6758977	2.1139	-0.39463811	571026644	CHMP2A	charged multivesicular body protein 2A
ILMN_1815012	0.01913	4.08e-05	4.6731287	2.1064	0.31300388	536290286	EXOC7	exocyst complex component 7
ILMN_1656066	0.01913	4.14e-05	4.6682859	2.0933	0.49386975	209969834	TNPO2	transportin 2
ILMN_1742432	0.01999	4.41e-05	4.6469285	2.0354	0.37962074	NA		
ILMN_1720080	0.02196	5.01e-05	-4.6048251	1.9214	-0.46902765	514388115	KLF10	Kruppel like factor 10
ILMN_1774083	0.02196	5.16e-05	-4.5955035	1.8962	-0.2171126	38679910	TRIAP1	TP53 regulated inhibitor of apoptosis 1
ILMN_1759411	0.02196	5.19e-05	4.5934784	1.8907	0.3881448	312434027	BRICD5	BRICHOS domain containing 5
ILMN_1726054	0.02196	5.25e-05	4.5897605	1.8807	0.1577152	22748710	TEX26	testis expressed 26
ILMN_1697971	0.02216	5.39e-05	4.5804631	1.8555	0.46096067	574957208	TRIM38	tripartite motif containing 38
ILMN_1741281	0.02225	5.68e-05	-4.5633242	1.8092	-0.13200442	148664182	RNF175	ring finger protein 175
ILMN_1653220	0.02225	5.71e-05	4.5617467	1.805	0.40900264	195927014	PITPNM1	phosphatidylinositol transfer protein membrane associated 1
ILMN_1749838	0.02225	5.72e-05	4.5612468	1.8036	0.6714554	37622340	MZF1	myeloid zinc finger 1
ILMN_1810225	0.02234	5.92e-05	4.5495636	1.7721	0.62171623	962608397	UVSSA	UV stimulated scaffold protein A
ILMN_1675156	0.02234	5.94e-05	-4.5483333	1.7688	-0.62035288	89903014	CDC42	cell division cycle 42
ILMN_1717639	0.02302	6.23e-05	4.5328241	1.7269	0.61395442	116256470	SIK1	salt inducible kinase 1
ILMN_1730048	0.02413	6.63e-05	4.5117097	1.67	0.37632684	733215678	C7orf26	chromosome 7 open reading frame 26
ILMN_1812557	0.02424	6.77e-05	4.5048215	1.6515	0.68239398	NA		
ILMN_1671905	0.02461	6.99e-05	-4.4944078	1.6234	-0.36313441	50593523	SFR1	SWI5 dependent homologous recombination repair protein 1
ILMN_1682443	0.02462	7.13e-05	-4.4877304	1.6055	-0.38296033	514825565	UBE2D3	ubiquitin conjugating enzyme E2 D3
ILMN_1672547	0.02462	7.29e-05	4.4802599	1.5854	0.48106335	194248061	MYO9B	myosin IXB
ILMN_1745130	0.02462	7.39e-05	4.475919	1.5737	0.31111703	133925797	RBFOX2	RNA binding protein, fox-1 homolog 2
ILMN_1732053	0.02462	7.52e-05	4.469861	1.5574	0.65151276	NA		
ILMN_1658160	0.02462	7.56e-05	4.4682198	1.553	0.75085306	335334965	FAM156A	family with sequence similarity 156 member A
ILMN_1781812	0.02462	7.66e-05	4.4638837	1.5413	1.37809478	331999985	NR4A3	nuclear receptor subfamily 4 group A member 3
ILMN_1811285	0.02506	7.96e-05	4.451075	1.5069	0.3569234	NA		
ILMN_1801907	0.02506	8.31e-05	-4.4366714	1.4683	-0.3070852	258679432	KAT14	lysine acetyltransferase 14
ILMN_1807972	0.02506	8.38e-05	4.4337679	1.4605	0.72888276	205360946	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1
ILMN_1740385	0.02506	8.63e-05	4.4240642	1.4344	0.35008901	115648141	CEP164	centrosomal protein 164
ILMN_1779076	0.02506	8.72e-05	-4.4207213	1.4255	-0.36394512	189217862	HINT3	histidine triad nucleotide binding protein 3
ILMN_1806408	0.02506	8.74e-05	4.4198069	1.423	0.46461383	394025721	ACADVL	acyl-CoA dehydrogenase, very long chain
ILMN_1659786	0.02506	9.00e-05	4.4098188	1.3962	0.27423487	226493202	TRMT13	tRNA methyltransferase 13 homolog
ILMN_1671893	0.02506	9.13e-05	-4.4050361	1.3834	-0.33626133	571026644	CHMP2A	charged multivesicular body protein 2A
ILMN_1728605	0.02506	9.23e-05	4.4014912	1.3739	0.40148187	49640010	TTC3	tetratricopeptide repeat domain 3
ILMN_1809191	0.02506	9.27e-05	-4.4001439	1.3703	-0.19352814	631226404	RAP1A	RAP1A, member of RAS oncogene family
ILMN_1662617	0.02506	9.28e-05	-4.3995601	1.3688	-0.32974043	762205513	PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma
ILMN_1755179	0.02506	9.45e-05	-4.393693	1.353	-0.19128869	1020158883	RNF180	ring finger protein 180
ILMN_1663035	0.02506	9.57e-05	4.3894787	1.3418	0.40992373	256665250	SREBF1	sterol regulatory element binding transcription factor 1
ILMN_1753819	0.02506	9.59e-05	-4.388817	1.34	-0.3772438	62865648	RFFL	ring finger and FYVE-like domain containing E3 ubiquitin protein ligase
ILMN_1711110	0.02506	9.71e-05	4.3846623	1.3289	0.37438197	126722968	CENPT	centromere protein T
ILMN_1780698	0.02506	9.77e-05	4.3825225	1.3231	0.33114613	116268102	ZFYVE19	zinc finger FYVE-type containing 19
ILMN_1800401	0.02506	9.83e-05	4.3804083	1.3175	0.2061236	1007379436	ZNF69	zinc finger protein 69
ILMN_1675070	0.02506	1.01e-04	-4.3725372	1.2964	-0.25698812	50541949	GOLGA7	golgin A7
ILMN_1730698	0.02506	1.02e-04	4.3692627	1.2877	0.32996526	334278910	ODF2	outer dense fiber of sperm tails 2
ILMN_1664795	0.02506	1.04e-04	-4.3608894	1.2653	-0.32324082	323362996	MOB4	MOB family member 4, phocein
ILMN_1769673	0.02506	1.04e-04	-4.3601107	1.2632	-0.22345124	58331261	ZNF655	zinc finger protein 655
ILMN_1703263	0.02506	1.05e-04	-4.359541	1.2617	-0.43719324	217330599	SP140	SP140 nuclear body protein
ILMN_1776119	0.02506	1.06e-04	4.3537201	1.2461	0.27413393	25914748	ABCC10	ATP binding cassette subfamily C member 10
ILMN_1668752	0.02506	1.07e-04	4.3508047	1.2383	0.26394375	NA		
ILMN_1666480	0.02506	1.08e-04	-4.3474268	1.2293	-0.36528154	221316619	CDC123	cell division cycle 123
ILMN_1758543	0.02506	1.09e-04	-4.3450481	1.223	-0.44893373	NA		
ILMN_1762316	0.02506	1.10e-04	4.3436257	1.2192	0.30071449	374253851	CPSF3L	cleavage and polyadenylation specific factor 3-like
ILMN_1671215	0.02506	1.11e-04	-4.3400628	1.2096	-0.30516899	NA		
ILMN_1764945	0.02506	1.11e-04	4.3397135	1.2087	0.29917009	387849334	AP3D1	adaptor related protein complex 3 delta 1 subunit
ILMN_1752269	0.02506	1.12e-04	4.3371838	1.202	0.47304196	358248199	ACSS1	acyl-CoA synthetase short-chain family member 1
ILMN_1707464	0.02543	1.15e-04	4.3277021	1.1767	0.48234992	205277382	MST1	macrophage stimulating 1
ILMN_1673518	0.02543	1.16e-04	-4.3239767	1.1667	-0.28776779	335057562	BRWD1	bromodomain and WD repeat domain containing 1
ILMN_1789283	0.02543	1.17e-04	-4.3216255	1.1604	-0.27533993	NA		
ILMN_1670302	0.02543	1.18e-04	4.3189262	1.1533	0.61658377	194097329	HK3	hexokinase 3
ILMN_1756918	0.02609	1.24e-04	4.3029526	1.1107	0.10544106	NA		
ILMN_1729130	0.02609	1.25e-04	-4.2986223	1.0991	-0.25999744	98162825	TMEM248	transmembrane protein 248
ILMN_1811443	0.02609	1.28e-04	4.2908295	1.0784	0.30336436	189095260	AVP	arginine vasopressin
ILMN_1745415	0.02609	1.28e-04	4.2905212	1.0776	0.43635144	443497953	BBX	BBX, HMG-box containing
ILMN_1738362	0.02609	1.31e-04	4.2841876	1.0607	0.16649607	525459425	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase
ILMN_1809193	0.02609	1.33e-04	-4.2791183	1.0472	-0.32027191	195947402	PSEN1	presenilin 1
ILMN_1739283	0.02609	1.33e-04	4.2783949	1.0453	0.46142404	359751385	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)
ILMN_1676665	0.02609	1.34e-04	4.2773996	1.0427	0.47254008	428755337	CUEDC1	CUE domain containing 1
ILMN_1687315	0.02609	1.36e-04	4.2713927	1.0267	0.27957707	632794850	RXRA	retinoid X receptor alpha
ILMN_1716524	0.02609	1.36e-04	-4.2712762	1.0264	-0.21342588	40807361	RAB7A	RAB7A, member RAS oncogene family
ILMN_1785272	0.02609	1.37e-04	-4.2681778	1.0181	-0.11627627	48762933	COL1A2	collagen type I alpha 2 chain
ILMN_1666727	0.02609	1.38e-04	-4.2674541	1.0162	-0.27679355	325651896	ZNF586	zinc finger protein 586
ILMN_1755883	0.02609	1.38e-04	-4.2655045	1.011	-0.54766156	294459919	RPS27A	ribosomal protein S27a
ILMN_1689007	0.02609	1.39e-04	4.2643517	1.008	0.42866367	1012443717	SUGP2	SURP and G-patch domain containing 2
ILMN_1681580	0.02609	1.39e-04	-4.2638557	1.0067	-0.29762076	313760552	CASC4	cancer susceptibility candidate 4
ILMN_1721669	0.02609	1.40e-04	4.2617295	1.001	0.22527559	1017029467	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta
ILMN_1666618	0.02645	1.44e-04	-4.2532195	0.9784	-0.2554349	380034208	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1
ILMN_1796751	0.02645	1.45e-04	-4.2500828	0.9701	-0.22323689	166235183	PALD1	phosphatase domain containing, paladin 1
ILMN_1656335	0.02645	1.45e-04	-4.2487071	0.9664	-0.6159692	378744210	RIT1	Ras like without CAAX 1
ILMN_1716360	0.02667	1.49e-04	-4.2405962	0.9449	-0.36428094	48375182	CLIC1	chloride intracellular channel 1
ILMN_1699967	0.02667	1.49e-04	-4.2403867	0.9443	-0.11476784	297139702	ARID1B	AT-rich interaction domain 1B
ILMN_1811972	0.02673	1.51e-04	4.2353593	0.931	0.29207815	291190786	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase
ILMN_1784553	0.02673	1.52e-04	-4.2333061	0.9256	-0.44666355	55925658	SDC2	syndecan 2
ILMN_1726107	0.02673	1.53e-04	-4.2316178	0.9211	-0.26875749	383842754	UBE2V1	ubiquitin conjugating enzyme E2 V1
ILMN_1655815	0.02677	1.54e-04	-4.2284223	0.9126	-0.3246371	284795364	USP51	ubiquitin specific peptidase 51
ILMN_1725973	0.02682	1.57e-04	4.223013	0.8983	0.48039042	NA		
ILMN_1698463	0.02682	1.59e-04	4.2191058	0.8879	0.44690293	212549549	ILF3	interleukin enhancer binding factor 3
ILMN_1812559	0.02682	1.59e-04	4.217685	0.8841	0.35200505	342672034	SLC7A6	solute carrier family 7 member 6
ILMN_1777487	0.02682	1.60e-04	4.2171271	0.8827	0.28836033	392513691	ZNF839	zinc finger protein 839
ILMN_1791904	0.02682	1.61e-04	4.2137148	0.8736	0.34669716	170016076	ATP13A1	ATPase 13A1
ILMN_1771139	0.02682	1.62e-04	4.2123951	0.8701	0.32395748	544186105	FBXO31	F-box protein 31
ILMN_1796458	0.0269	1.64e-04	-4.2087685	0.8605	-0.46498289	27374999	GABARAPL2	GABA type A receptor associated protein like 2
ILMN_1732509	0.02719	1.67e-04	-4.202084	0.8428	-0.18211263	296080751	LRRC40	leucine rich repeat containing 40
ILMN_1785165	0.02719	1.68e-04	-4.2002332	0.8379	-0.36130464	498917047	ADAM23	ADAM metallopeptidase domain 23
ILMN_1705617	0.0272	1.70e-04	-4.1967056	0.8286	-0.32240827	49472823	CFL1	cofilin 1
ILMN_1684183	0.0272	1.71e-04	4.1939456	0.8213	0.39291686	19924112	RAD9A	RAD9 checkpoint clamp component A
ILMN_1796912	0.0272	1.72e-04	4.1927934	0.8183	0.35795103	166064031	ARHGEF7	Rho guanine nucleotide exchange factor 7
ILMN_1772123	0.02733	1.75e-04	4.1863971	0.8013	0.27560762	38679973	ACACA	acetyl-CoA carboxylase alpha
ILMN_1719254	0.02733	1.75e-04	-4.1863812	0.8013	-0.25676638	190341105	TRIM9	tripartite motif containing 9
ILMN_1688356	0.02739	1.77e-04	-4.1832761	0.7931	-0.40690307	55742773	CLEC6A	C-type lectin domain family 6 member A
ILMN_1708098	0.02765	1.79e-04	-4.1776468	0.7782	-0.26284185	526118237	LIX1L	limb and CNS expressed 1 like
ILMN_1768399	0.02799	1.83e-04	-4.1711732	0.7611	-0.35269597	566006079	ARFIP1	ADP ribosylation factor interacting protein 1
ILMN_1774547	0.02857	1.88e-04	4.1619579	0.7368	0.34173529	338968847	MPRIP	myosin phosphatase Rho interacting protein
ILMN_1669940	0.02873	1.91e-04	-4.1562608	0.7217	-0.54693897	409264656	TMEM38B	transmembrane protein 38B
ILMN_1765649	0.02873	1.92e-04	4.1553962	0.7195	0.3436119	308199444	IRF3	interferon regulatory factor 3
ILMN_1726108	0.02906	1.95e-04	-4.1492059	0.7031	-0.21645319	339895778	CERS2	ceramide synthase 2
ILMN_1682818	0.0293	1.98e-04	4.1441605	0.6898	0.63465511	NA		
ILMN_1733511	0.02931	2.01e-04	4.1387006	0.6754	0.33938563	87196329	GOLGA3	golgin A3
ILMN_1761722	0.02931	2.02e-04	4.1381396	0.674	0.42535133	110681707	ZNF579	zinc finger protein 579
ILMN_1671536	0.02931	2.03e-04	-4.1354299	0.6668	-0.27274032	223890198	ZBTB22	zinc finger and BTB domain containing 22
ILMN_1766024	0.02931	2.04e-04	-4.1339425	0.6629	-0.31320408	22538790	PDCD10	programmed cell death 10
ILMN_1706523	0.02931	2.07e-04	-4.129439	0.651	-0.63406242	NA		
ILMN_1723177	0.02931	2.10e-04	4.1235867	0.6356	0.26491837	213385321	ANAPC5	anaphase promoting complex subunit 5
ILMN_1697420	0.02931	2.11e-04	-4.1220327	0.6316	-0.26693886	151101234	TINF2	TERF1 interacting nuclear factor 2
ILMN_1788315	0.02931	2.12e-04	4.1218725	0.6311	0.42358899	662236800	SIN3B	SIN3 transcription regulator family member B
ILMN_1711853	0.02931	2.12e-04	4.1215786	0.6304	0.40942078	119220574	MED24	mediator complex subunit 24
ILMN_1749821	0.02931	2.13e-04	-4.1192561	0.6242	-0.42674815	745399078	MED28	mediator complex subunit 28
ILMN_1764609	0.02931	2.14e-04	4.1179549	0.6208	0.34416075	148839375	PWWP2B	PWWP domain containing 2B
ILMN_1712009	0.02931	2.15e-04	4.1160196	0.6157	0.44050369	NA		
ILMN_1659255	0.02931	2.15e-04	-4.1158022	0.6152	-0.64267402	170016080	RP2	retinitis pigmentosa 2 (X-linked recessive)
ILMN_1742262	0.02961	2.20e-04	-4.1090248	0.5973	-0.35754538	984880704	CEP131	centrosomal protein 131
ILMN_1651642	0.02961	2.20e-04	4.1082213	0.5952	0.14484045	746816011	GPC2	glypican 2
ILMN_1673023	0.0298	2.23e-04	4.1039643	0.584	0.26290336	331284124	EP400	E1A binding protein p400
ILMN_1654289	0.02991	2.26e-04	-4.0996516	0.5727	-0.28104916	380422414	ELK1	ELK1, ETS transcription factor
ILMN_1744196	0.02991	2.29e-04	-4.0956053	0.5621	-0.40582116	565671688	C6orf1	chromosome 6 open reading frame 1
ILMN_1671603	0.02991	2.29e-04	-4.0954712	0.5617	-0.26297119	545479140	MED30	mediator complex subunit 30
ILMN_1790807	0.02991	2.30e-04	4.0938531	0.5575	0.34761097	224809294	XPC	XPC complex subunit, DNA damage recognition and repair factor
ILMN_1697510	0.02991	2.31e-04	-4.0925586	0.5541	-0.26937194	253970487	ACSS2	acyl-CoA synthetase short-chain family member 2
ILMN_1713542	0.03012	2.34e-04	4.0882709	0.5428	0.34684987	539847842	TRIM14	tripartite motif containing 14
ILMN_1758864	0.03079	2.43e-04	-4.0747397	0.5073	-1.07876326	571330769	VNN2	vanin 2
ILMN_1712357	0.03079	2.43e-04	-4.0743678	0.5063	-0.40963735	970598245	HNRNPK	heterogeneous nuclear ribonucleoprotein K
ILMN_1727041	0.03079	2.44e-04	4.0737592	0.5047	0.26303219	253970497	EWSR1	EWS RNA binding protein 1
ILMN_1792597	0.03079	2.44e-04	4.0728409	0.5023	0.59422297	13377003	CRYGS	crystallin gamma S
ILMN_1746235	0.03136	2.54e-04	-4.0593288	0.4669	-0.25681221	NA		
ILMN_1736510	0.03136	2.55e-04	-4.0582998	0.4642	-0.28780376	116008438	FOXN2	forkhead box N2
ILMN_1665265	0.03136	2.55e-04	4.0581604	0.4639	0.23425113	NA		
ILMN_1652394	0.03136	2.56e-04	-4.0569392	0.4607	-0.3081821	336391091	RAB2A	RAB2A, member RAS oncogene family
ILMN_1711111	0.03136	2.58e-04	-4.0537266	0.4522	-0.13078501	1001624532	SLC9C1	solute carrier family 9 member C1
ILMN_1771509	0.03136	2.59e-04	-4.0531248	0.4507	-0.09979571	222446639	SLC36A3	solute carrier family 36 member 3
ILMN_1745669	0.03136	2.61e-04	-4.0498505	0.4421	-0.27187844	123701921	FAM153A	family with sequence similarity 153 member A
ILMN_1693317	0.03136	2.61e-04	4.0498041	0.442	0.41329806	40548371	TRAPPC12	trafficking protein particle complex 12
ILMN_1796830	0.03136	2.63e-04	-4.0476751	0.4364	-0.2300821	NA		
ILMN_1664098	0.03136	2.64e-04	4.0464839	0.4333	0.34981292	386642902	FASTK	Fas activated serine/threonine kinase
ILMN_1730685	0.03136	2.64e-04	-4.0459051	0.4318	-0.25201512	169403970	MRPL16	mitochondrial ribosomal protein L16
ILMN_1780827	0.03205	2.73e-04	4.0352969	0.404	0.09743483	215422341	EPS8L2	EPS8 like 2
ILMN_1703686	0.03205	2.73e-04	4.0348944	0.403	0.30603782	NA		
ILMN_1801584	0.03221	2.77e-04	-4.0304833	0.3914	-1.11074054	56790928	CXCR4	C-X-C motif chemokine receptor 4
ILMN_1786335	0.03221	2.77e-04	4.029565	0.389	0.12703208	132566531	DUOX2	dual oxidase 2
ILMN_1769031	0.03224	2.79e-04	4.0274763	0.3836	0.29381274	206725550	MTOR	mechanistic target of rapamycin
ILMN_1665276	0.03228	2.82e-04	-4.0236105	0.3735	-0.30447578	576796259	MAPK1	mitogen-activated protein kinase 1
ILMN_1686626	0.03228	2.85e-04	4.0204305	0.3652	0.4451074	323276702	DDX39B	DEAD-box helicase 39B
ILMN_1758719	0.03228	2.85e-04	-4.0203813	0.3651	-0.29661977	215422373	NEDD9	neural precursor cell expressed, developmentally down-regulated 9
ILMN_1783226	0.03228	2.85e-04	-4.0198686	0.3637	-0.37232499	115430253	SSR2	signal sequence receptor subunit 2
ILMN_1679405	0.03228	2.87e-04	4.0182316	0.3594	0.29745905	380692326	DDX56	DEAD-box helicase 56
ILMN_1657949	0.03315	2.96e-04	-4.0070827	0.3304	-0.27911395	100913214	RHEB	Ras homolog enriched in brain
ILMN_1795495	0.03315	2.98e-04	4.0050207	0.325	0.37599449	324715039	ERCC5	ERCC excision repair 5, endonuclease
ILMN_1747146	0.03315	3.00e-04	-4.0028681	0.3194	-0.23994108	332000018	TSG101	tumor susceptibility 101
ILMN_1803018	0.03315	3.00e-04	4.0022373	0.3177	0.64519688	733605410	KIFC2	kinesin family member C2
ILMN_1770641	0.0336	3.10e-04	3.9919232	0.2908	0.2386536	166235128	KLHL3	kelch like family member 3
ILMN_1660810	0.0336	3.10e-04	3.9916536	0.2901	0.37501499	296040451	TTC17	tetratricopeptide repeat domain 17
ILMN_1701466	0.0336	3.10e-04	-3.9914946	0.2897	-0.20173729	196259808	PEX16	peroxisomal biogenesis factor 16
ILMN_1684682	0.0336	3.11e-04	-3.9906746	0.2876	-0.18778318	1010222174	KCTD18	potassium channel tetramerization domain containing 18
ILMN_1724066	0.0336	3.12e-04	3.9891718	0.2837	0.67382651	95147332	PLCB2	phospholipase C beta 2
ILMN_1703720	0.03375	3.15e-04	-3.9854511	0.274	-0.36341386	54607092	SF3B6	splicing factor 3b subunit 6
ILMN_1682038	0.03375	3.17e-04	3.9840983	0.2705	0.55687065	94400877	SNORA25	small nucleolar RNA, H/ACA box 25
ILMN_1812953	0.03375	3.18e-04	3.9826338	0.2666	0.25502719	289577087	PPARGC1B	PPARG coactivator 1 beta
ILMN_1767651	0.03396	3.21e-04	3.9789187	0.257	0.42266519	410812200	TECPR1	tectonin beta-propeller repeat containing 1
ILMN_1800205	0.03439	3.27e-04	3.9729724	0.2415	0.36922458	192807330	SRRT	serrate, RNA effector molecule
ILMN_1713031	0.0345	3.30e-04	-3.9702372	0.2344	-0.36537662	525342445	CPQ	carboxypeptidase Q
ILMN_1745332	0.03465	3.33e-04	-3.9670849	0.2262	-0.17498766	324021714	PPP5C	protein phosphatase 5 catalytic subunit
ILMN_1732516	0.03473	3.35e-04	3.9646799	0.2199	0.30855617	156071508	KNTC1	kinetochore associated 1
ILMN_1654016	0.03574	3.46e-04	-3.9532524	0.1903	-0.16336018	222144322	MYL12B	myosin light chain 12B
ILMN_1721106	0.03592	3.51e-04	3.9491644	0.1797	0.40908156	557128970	C14orf159	chromosome 14 open reading frame 159
ILMN_1727558	0.03592	3.57e-04	3.9426234	0.1627	0.23088626	NA		
ILMN_1704912	0.03592	3.57e-04	-3.9424709	0.1623	-0.28670264	227497995	RAB28	RAB28, member RAS oncogene family
ILMN_1785527	0.03592	3.58e-04	3.9422819	0.1618	0.11121098	50845398	LY6G5B	lymphocyte antigen 6 complex, locus G5B
ILMN_1766125	0.03592	3.58e-04	3.9422094	0.1616	0.36760487	451327632	LONP1	lon peptidase 1, mitochondrial
ILMN_1686594	0.03592	3.58e-04	-3.9421085	0.1613	-0.22498229	NA		
ILMN_1784408	0.03609	3.61e-04	-3.9388292	0.1528	-0.33808867	NA		
ILMN_1762835	0.03609	3.63e-04	3.9373801	0.1491	0.25727812	139394590	HELZ	helicase with zinc finger
ILMN_1736080	0.03609	3.65e-04	3.9348961	0.1426	0.27380484	224177468	SETDB1	SET domain bifurcated 1
ILMN_1724194	0.03609	3.66e-04	3.9342375	0.1409	0.51778664	63003926	NPEPL1	aminopeptidase-like 1
ILMN_1706531	0.03674	3.74e-04	3.926568	0.1211	0.52265099	987437936	ABCC5	ATP binding cassette subfamily C member 5
ILMN_1803500	0.03708	3.79e-04	-3.9219124	0.109	-0.2395165	221219065	ANP32A	acidic nuclear phosphoprotein 32 family member A
ILMN_1699636	0.03788	3.89e-04	3.9129972	0.0859	0.33942837	190341058	ACIN1	apoptotic chromatin condensation inducer 1
