GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
51503	9.92e-09	5.69e-11	0.929	-6.551704	-6.087465	116.52	CWC15	CWC15 spliceosome associated protein homolog
5571	1.21e-08	7.08e-11	0.976	-6.518891	-6.365233	44.83	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1
100287404	1.35e-08	8.17e-11	0.774	6.497423	5.031362	370.82	USP17L19	ubiquitin specific peptidase 17 like family member 19
79959	1.35e-08	8.26e-11	0.858	-6.495849	-5.573745	98.17	CEP76	centrosomal protein 76
57062	1.36e-08	8.44e-11	1.039	-6.492468	-6.743564	59.99	DDX24	DEAD-box helicase 24
51003	1.57e-08	9.97e-11	1.187	-6.467381	-7.678679	58.37	MED31	mediator complex subunit 31
8880	1.58e-08	1.04e-10	1.068	-6.460721	-6.89869	52.61	FUBP1	far upstream element binding protein 1
83440	1.58e-08	1.03e-10	1.016	-6.463008	-6.565852	33.16	ADPGK	ADP dependent glucokinase
2800	2.07e-08	1.39e-10	1.074	-6.41727	-6.890917	52.44	GOLGA1	golgin A1
6637	2.60e-08	1.78e-10	1.077	-6.379582	-6.869995	33.06	SNRPG	small nuclear ribonucleoprotein polypeptide G
51082	2.90e-08	2.02e-10	1.123	-6.359923	-7.143046	48.68	POLR1D	RNA polymerase I and III subunit D
51527	3.29e-08	2.33e-10	1.044	-6.337815	-6.614994	54.92	GSKIP	GSK3B interacting protein
441273	3.54e-08	2.55e-10	0.669	6.323912	4.229769	66.5	SPDYE2	speedy/RINGO cell cycle regulator family member E2
4552	3.99e-08	2.92e-10	1.126	-6.303105	-7.098159	38.91	MTRR	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
83696	4.43e-08	3.30e-10	1.137	-6.284005	-7.145154	40.2	TRAPPC9	trafficking protein particle complex subunit 9
51315	4.58e-08	3.52e-10	0.917	-6.274026	-5.755581	26.49	KRCC1	lysine rich coiled-coil 1
10452	4.58e-08	3.49e-10	1.107	-6.275214	-6.94969	35.06	TOMM40	translocase of outer mitochondrial membrane 40
107080638	4.68e-08	3.65e-10	1.066	-6.268106	-6.683371	35.73	TBC1D7-LOC100130357	TBC1D7-LOC100130357 readthrough
23514	4.98e-08	3.95e-10	1.072	-6.256094	-6.706476	54.86	SPIDR	scaffold protein involved in DNA repair
100505483	5.13e-08	4.13e-10	0.717	6.248971	4.48114	113.57	PRKAG2-AS1	PRKAG2 antisense RNA 1
28958	5.28e-08	4.36e-10	1.077	-6.240644	-6.722527	58.67	COA3	cytochrome c oxidase assembly factor 3
54799	5.28e-08	4.38e-10	1.041	-6.239873	-6.494987	43.29	MBTD1	mbt domain containing 1
1069	5.35e-08	4.51e-10	1.149	-6.23541	-7.166132	65.07	CETN2	centrin 2
27327	5.70e-08	4.87e-10	1.018	-6.223274	-6.337194	33.92	TNRC6A	trinucleotide repeat containing adaptor 6A
54467	6.23e-08	5.47e-10	1.135	-6.204949	-7.043596	46.4	ANKIB1	ankyrin repeat and IBR domain containing 1
5151	6.23e-08	5.43e-10	1.279	-6.206194	-7.935	86.98	PDE8A	phosphodiesterase 8A
84418	8.38e-08	7.57e-10	1.29	-6.153743	-7.939459	112.53	CYSTM1	cysteine rich transmembrane module containing 1
25842	8.38e-08	7.67e-10	1.164	-6.151631	-7.160048	60.91	ASF1A	anti-silencing function 1A histone chaperone
8678	8.38e-08	7.59e-10	1.066	-6.153313	-6.559056	106.82	BECN1	beclin 1
159	8.85e-08	8.21e-10	1.107	-6.140863	-6.796513	38.84	ADSS2	adenylosuccinate synthase 2
5356	8.85e-08	8.31e-10	1.084	-6.138922	-6.65577	34.94	PLRG1	pleiotropic regulator 1
51022	9.25e-08	8.80e-10	1.017	-6.129729	-6.231623	33.18	GLRX2	glutaredoxin 2
246243	1.02e-07	9.96e-10	1.207	-6.110082	-7.377617	47.46	RNASEH1	ribonuclease H1
7469	1.02e-07	1.01e-09	1.159	-6.107877	-7.076323	38.41	NELFA	negative elongation factor complex member A
114294	1.02e-07	9.98e-10	1.01	-6.109691	-6.17212	24.98	LACTB	lactamase beta
84328	1.05e-07	1.05e-09	1.017	-6.101445	-6.207269	55.55	LZIC	leucine zipper and CTNNBIP1 domain containing
55076	1.15e-07	1.17e-09	1.165	-6.084557	-7.090265	38.77	TMEM45A	transmembrane protein 45A
10078	1.23e-07	1.26e-09	1.039	-6.072617	-6.30921	22.34	TSSC4	tumor suppressing subtransferable candidate 4
65123	1.28e-07	1.33e-09	0.947	-6.06407	-5.742062	18.55	INTS3	integrator complex subunit 3
84836	1.41e-07	1.48e-09	1.018	-6.046976	-6.154451	31.52	ABHD14B	abhydrolase domain containing 14B
26286	1.41e-07	1.49e-09	1.154	-6.045288	-6.976506	44.38	ARFGAP3	ADP ribosylation factor GTPase activating protein 3
10001	1.58e-07	1.70e-09	0.883	-6.024204	-5.321899	102.96	MED6	mediator complex subunit 6
51256	1.61e-07	1.75e-09	1.104	-6.019904	-6.644054	34.94	TBC1D7	TBC1 domain family member 7
9069	1.61e-07	1.78e-09	1.168	-6.017139	-7.029825	121.09	CLDN12	claudin 12
55352	1.61e-07	1.78e-09	1.148	-6.016483	-6.90415	34.03	COPRS	coordinator of PRMT5 and differentiation stimulator
7570	1.65e-07	1.85e-09	0.787	6.010445	4.730096	44.64	ZNF22	zinc finger protein 22
151188	1.73e-07	2.03e-09	1.243	-5.995361	-7.449282	49.9	ARL6IP6	ADP ribosylation factor like GTPase 6 interacting protein 6
7587	1.73e-07	2.01e-09	0.699	5.996979	4.194429	345.67	ZNF37A	zinc finger protein 37A
399818	1.73e-07	1.98e-09	1.045	-5.999594	-6.268851	21.74	EEF1AKMT2	EEF1A lysine methyltransferase 2
823	1.73e-07	2.03e-09	0.638	5.995616	3.824067	297.73	CAPN1	calpain 1
23670	1.96e-07	2.32e-09	1.1	-5.973331	-6.56996	26.93	CEMIP2	cell migration inducing hyaluronidase 2
51602	2.00e-07	2.39e-09	1.25	-5.968475	-7.462217	62.65	NOP58	NOP58 ribonucleoprotein
8202	2.02e-07	2.44e-09	1.048	-5.965142	-6.249488	37.06	NCOA3	nuclear receptor coactivator 3
57688	2.08e-07	2.54e-09	1.152	-5.95889	-6.866575	41.16	ZSWIM6	zinc finger SWIM-type containing 6
471	2.35e-07	2.91e-09	1.25	-5.936325	-7.417933	48.88	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
5636	2.35e-07	2.92e-09	1.152	-5.936043	-6.836177	47.92	PRPSAP2	phosphoribosyl pyrophosphate synthetase associated protein 2
79091	2.42e-07	3.04e-09	0.768	5.929179	4.551576	40.96	METTL22	methyltransferase 22, Kin17 lysine
8446	2.74e-07	3.48e-09	1.08	-5.907106	-6.378248	60.62	DUSP11	dual specificity phosphatase 11
80209	2.94e-07	3.77e-09	1.123	-5.893972	-6.618767	34.61	PROSER1	proline and serine rich 1
54939	3.17e-07	4.10e-09	1.035	-5.879906	-6.084776	65.71	COMMD4	COMM domain containing 4
10401	3.20e-07	4.25e-09	1.135	-5.874136	-6.664962	45.62	PIAS3	protein inhibitor of activated STAT 3
23317	3.20e-07	4.25e-09	1.29	-5.874175	-7.578443	54.74	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13
27075	3.20e-07	4.19e-09	0.987	-5.8764	-5.79829	51.53	TSPAN13	tetraspanin 13
9463	3.25e-07	4.37e-09	1.159	-5.869645	-6.804305	39.5	PICK1	protein interacting with PRKCA 1
51542	3.28e-07	4.45e-09	1.066	-5.866547	-6.255859	50.48	VPS54	VPS54 subunit of GARP complex
51531	3.28e-07	4.48e-09	1.115	-5.86529	-6.542297	31.9	TRMO	tRNA methyltransferase O
2776	3.35e-07	4.62e-09	1.361	-5.860409	-7.977939	72.41	GNAQ	G protein subunit alpha q
1203	3.40e-07	4.73e-09	1.181	-5.856253	-6.913439	37.04	CLN5	CLN5 intracellular trafficking protein
51026	3.49e-07	4.89e-09	1.208	-5.850808	-7.067182	47.51	GOLT1B	golgi transport 1B
94015	3.58e-07	5.06e-09	1.294	-5.845048	-7.563717	54.19	TTYH2	tweety family member 2
5962	3.87e-07	5.52e-09	1.137	-5.830614	-6.626679	34.84	RDX	radixin
7920	3.91e-07	5.62e-09	1.107	-5.827612	-6.45138	49.78	ABHD16A	abhydrolase domain containing 16A, phospholipase
27235	4.25e-07	6.17e-09	1.077	-5.812122	-6.258203	26.89	COQ2	coenzyme Q2, polyprenyltransferase
79005	4.25e-07	6.23e-09	0.921	-5.810519	-5.353575	32.74	SCNM1	sodium channel modifier 1
2203	4.28e-07	6.32e-09	1.05	-5.807983	-6.095898	34.29	FBP1	fructose-bisphosphatase 1
4189	4.42e-07	6.58e-09	1.068	-5.801385	-6.198071	32.26	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
6451	4.46e-07	6.70e-09	0.966	-5.79832	-5.599523	152.7	SH3BGRL	SH3 domain binding glutamate rich protein like
6167	4.70e-07	7.12e-09	1.171	-5.788165	-6.777472	57.71	RPL37	ribosomal protein L37
8738	4.86e-07	7.41e-09	1.257	-5.781362	-7.26855	44.11	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain
54497	5.46e-07	8.40e-09	1.179	-5.760324	-6.791704	39.21	HEATR5B	HEAT repeat containing 5B
159090	5.56e-07	8.61e-09	1.069	-5.755993	-6.150713	51.39	PABIR2	PABIR family member 2
92906	6.08e-07	9.50e-09	1.137	-5.739418	-6.525507	26.17	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like
80157	6.15e-07	9.68e-09	1.088	-5.736284	-6.238729	39.8	CWH43	cell wall biogenesis 43 C-terminal homolog
28957	6.68e-07	1.06e-08	1.212	-5.720932	-6.93484	43.42	MRPS28	mitochondrial ribosomal protein S28
54808	6.72e-07	1.07e-08	0.985	-5.71873	-5.631718	24.23	DYM	dymeclin
84953	6.86e-07	1.10e-08	1.069	-5.713838	-6.107754	57.53	MICALCL	replaced by ID 9645
8289	7.27e-07	1.18e-08	1.038	-5.702755	-5.917252	26.26	ARID1A	AT-rich interaction domain 1A
6118	8.25e-07	1.35e-08	1.001	-5.67969	-5.687403	17.19	RPA2	replication protein A2
124245	8.25e-07	1.36e-08	1.154	-5.678629	-6.553707	33.49	ZC3H18	zinc finger CCCH-type containing 18
155370	9.04e-07	1.50e-08	1.104	-5.661688	-6.25296	30.95	SBDSP1	SBDS pseudogene 1
84769	9.40e-07	1.57e-08	1.09	-5.653648	-6.162239	25.27	MPV17L2	MPV17 mitochondrial inner membrane protein like 2
728379	9.82e-07	1.65e-08	0.807	5.644861	4.55299	380	USP17L26	ubiquitin specific peptidase 17 like family member 26
55146	9.88e-07	1.68e-08	1.18	-5.641798	-6.6577	35.78	ZDHHC4	zinc finger DHHC-type palmitoyltransferase 4
282770	9.88e-07	1.69e-08	0.859	5.641292	4.846252	128	OR10AG1	olfactory receptor family 10 subfamily AG member 1
728419	1.05e-06	1.81e-08	0.81	5.62931	4.561764	375.18	USP17L30	ubiquitin specific peptidase 17 like family member 30
388115	1.18e-06	2.05e-08	1.107	-5.608018	-6.208333	25.78	CCDC9B	coiled-coil domain containing 9B
51430	1.20e-06	2.09e-08	1.075	-5.604392	-6.023131	54.86	SUCO	SUN domain containing ossification factor
84342	1.20e-06	2.11e-08	1.144	-5.602974	-6.409504	38.46	COG8	component of oligomeric golgi complex 8
3656	1.27e-06	2.26e-08	1.372	-5.590828	-7.67144	58.59	IRAK2	interleukin 1 receptor associated kinase 2
26061	1.27e-06	2.27e-08	1.257	-5.590065	-7.024412	46.4	HACL1	2-hydroxyacyl-CoA lyase 1
345757	1.27e-06	2.28e-08	1.162	-5.589093	-6.494309	30.94	FAM174A	family with sequence similarity 174 member A
728405	1.30e-06	2.36e-08	0.813	5.583625	4.54004	380.3	USP17L29	ubiquitin specific peptidase 17 like family member 29
28992	1.33e-06	2.44e-08	1.087	-5.577447	-6.063951	18.93	MACROD1	mono-ADP ribosylhydrolase 1
160419	1.33e-06	2.44e-08	0.775	5.57783	4.32297	152.38	C12orf50	chromosome 12 open reading frame 50
3930	1.36e-06	2.51e-08	1.329	-5.572401	-7.404664	48.59	LBR	lamin B receptor
143502	1.36e-06	2.53e-08	1.029	5.571331	5.735363	177.35	OR52I2	olfactory receptor family 52 subfamily I member 2
100534012	1.37e-06	2.55e-08	0.92	-5.569584	-5.123547	34.72	TNFAIP8L2-SCNM1	TNFAIP8L2-SCNM1 readthrough
728373	1.37e-06	2.57e-08	0.811	5.568534	4.515402	374.69	USP17L25	ubiquitin specific peptidase 17 like family member 25
8906	1.37e-06	2.60e-08	0.834	-5.566738	-4.645431	10.38	AP1G2	adaptor related protein complex 1 subunit gamma 2
282775	1.40e-06	2.67e-08	0.828	5.561492	4.602403	4506.43	OR5J2	olfactory receptor family 5 subfamily J member 2
2124	1.40e-06	2.66e-08	1.268	-5.562482	-7.054259	55.12	EVI2B	ecotropic viral integration site 2B
286365	1.40e-06	2.69e-08	0.777	5.56033	4.318039	229.2	OR13D1	olfactory receptor family 13 subfamily D member 1
148362	1.41e-06	2.74e-08	1.011	-5.557305	-5.616477	16.89	BROX	BRO1 domain and CAAX motif containing
256302	1.42e-06	2.77e-08	0.889	-5.555134	-4.939551	69.92	NATD1	N-acetyltransferase domain containing 1
23283	1.43e-06	2.82e-08	1.159	-5.552495	-6.436883	24.64	CSTF2T	cleavage stimulation factor subunit 2 tau variant
2483	1.46e-06	2.88e-08	1.124	-5.548398	-6.235663	34.5	FRG1	FSHD region gene 1
728369	1.46e-06	2.91e-08	0.812	5.546726	4.50667	377.9	USP17L24	ubiquitin specific peptidase 17 like family member 24
100288562	1.46e-06	2.93e-08	0.789	5.545659	4.376418	640.42	LOC100288562	
285676	1.52e-06	3.08e-08	0.753	5.536621	4.171573	190.64	ZNF454	zinc finger protein 454
91833	1.52e-06	3.08e-08	1.165	-5.536756	-6.452443	39.4	WDR20	WD repeat domain 20
441294	1.64e-06	3.35e-08	0.797	5.522129	4.400145	338.28	CTAGE15	CTAGE family member 15
728386	1.66e-06	3.41e-08	0.822	5.519021	4.535652	382.97	USP17L5	ubiquitin specific peptidase 17 like family member 5
154743	1.67e-06	3.44e-08	1.215	-5.517278	-6.701413	29.71	BMT2	base methyltransferase of 25S rRNA 2 homolog
26260	1.67e-06	3.46e-08	1.312	-5.516533	-7.240094	69.53	FBXO25	F-box protein 25
6713	1.69e-06	3.52e-08	1.178	-5.513301	-6.492452	31.59	SQLE	squalene epoxidase
728393	1.69e-06	3.56e-08	0.818	5.511204	4.508827	375.91	USP17L27	ubiquitin specific peptidase 17 like family member 27
101929627	1.69e-06	3.59e-08	0.796	5.509753	4.385343	648.87	LOC101929627	putative exonuclease GOR
79170	1.69e-06	3.58e-08	1.318	-5.510373	-7.260404	65.19	PRR15L	proline rich 15 like
101929601	1.74e-06	3.71e-08	0.788	5.503999	4.336785	692.77	LOC101929601	putative exonuclease GOR
219432	1.76e-06	3.77e-08	0.841	5.501153	4.627888	127.54	OR4C6	olfactory receptor family 4 subfamily C member 6
56829	1.80e-06	3.88e-08	1.17	-5.49638	-6.430358	50.11	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1
100288527	1.89e-06	4.11e-08	0.798	5.486074	4.375567	647.13	REXO1L2P	REXO1 like 2, pseudogene
54915	1.98e-06	4.33e-08	1.188	-5.476794	-6.506041	77.9	YTHDF1	YTH N6-methyladenosine RNA binding protein 1
154007	2.06e-06	4.51e-08	1.137	-5.469469	-6.216962	80.06	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48
4188	2.09e-06	4.61e-08	1.169	-5.465831	-6.387431	40.18	MDFI	MyoD family inhibitor
56949	2.10e-06	4.66e-08	1.162	-5.463756	-6.347564	43.87	XAB2	XPA binding protein 2
23376	2.12e-06	4.73e-08	1.121	-5.461058	-6.122748	19.77	UFL1	UFM1 specific ligase 1
10457	2.13e-06	4.79e-08	1.217	-5.458899	-6.642829	1544.75	GPNMB	glycoprotein nmb
51528	2.21e-06	5.00e-08	1.242	-5.451434	-6.768345	38.82	JKAMP	JNK1/MAPK8 associated membrane protein
728400	2.37e-06	5.41e-08	0.839	5.437346	4.561362	369.52	USP17L28	ubiquitin specific peptidase 17 like family member 28
6882	2.37e-06	5.40e-08	1.21	-5.437474	-6.578849	27.27	TAF11	TATA-box binding protein associated factor 11
100526836	2.61e-06	5.99e-08	1.166	-5.419121	-6.316355	35.86	BLOC1S5-TXNDC5	BLOC1S5-TXNDC5 readthrough (NMD candidate)
23070	2.67e-06	6.14e-08	1.327	-5.414547	-7.182695	41.67	CMTR1	cap methyltransferase 1
9025	2.67e-06	6.20e-08	1.361	-5.413053	-7.366434	47.41	RNF8	ring finger protein 8
5921	2.71e-06	6.31e-08	1.031	-5.409727	-5.574865	40.06	RASA1	RAS p21 protein activator 1
55253	2.81e-06	6.59e-08	1.259	-5.402083	-6.802463	31.91	TYW1	tRNA-yW synthesizing protein 1 homolog
10518	2.82e-06	6.64e-08	1.259	-5.400584	-6.799357	65.73	CIB2	calcium and integrin binding family member 2
267	2.82e-06	6.66e-08	1.237	-5.400034	-6.677599	46.81	AMFR	autocrine motility factor receptor
57510	2.85e-06	6.78e-08	1.278	-5.396935	-6.897895	34.12	XPO5	exportin 5
90196	2.85e-06	6.80e-08	1.075	-5.396311	-5.799958	23.68	SYS1	SYS1 golgi trafficking protein
7941	3.00e-06	7.21e-08	1.164	-5.385921	-6.266803	44	PLA2G7	phospholipase A2 group VII
5530	3.28e-06	7.92e-08	1.126	-5.369055	-6.044666	23.38	PPP3CA	protein phosphatase 3 catalytic subunit alpha
9839	3.46e-06	8.39e-08	1.246	-5.358592	-6.674316	51.7	ZEB2	zinc finger E-box binding homeobox 2
63931	3.54e-06	8.67e-08	1.192	-5.35258	-6.38169	28.68	MRPS14	mitochondrial ribosomal protein S14
57045	3.54e-06	8.64e-08	1.211	-5.353295	-6.48168	47.27	TWSG1	twisted gastrulation BMP signaling modulator 1
29946	3.55e-06	8.78e-08	1.196	-5.350219	-6.399849	24.08	SERTAD3	SERTA domain containing 3
770	3.55e-06	8.77e-08	1.296	-5.350478	-6.93298	43.94	CA11	carbonic anhydrase 11
105372489	3.56e-06	8.87e-08	1.196	-5.348461	-6.397995	24.05	SERTAD3-AS1	SERTAD3 antisense RNA 1
29103	3.65e-06	9.12e-08	1.073	-5.343452	-5.731849	15	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
100287178	3.71e-06	9.37e-08	0.809	5.338614	4.320864	1640.42	USP17L11	ubiquitin specific peptidase 17 like family member 11
340307	3.71e-06	9.33e-08	0.819	5.339284	4.372752	337.03	CTAGE6	CTAGE family member 6
2591	3.79e-06	9.67e-08	1.324	-5.332728	-7.063174	38.33	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3
9830	3.79e-06	9.65e-08	1.191	-5.333124	-6.352232	29.07	TRIM14	tripartite motif containing 14
391627	4.09e-06	1.05e-07	0.811	5.318254	4.314701	1621.47	USP17L9P	ubiquitin specific peptidase 17 like family member 9, pseudogene
91975	4.25e-06	1.10e-07	0.693	5.309572	3.680808	96.7	ZNF300	zinc finger protein 300
441452	4.25e-06	1.10e-07	0.82	5.309428	4.352414	10186.6	SPATA31C1	SPATA31 subfamily C member 1
125476	4.32e-06	1.12e-07	1.29	-5.305848	-6.845252	56.75	INO80C	INO80 complex subunit C
199704	4.34e-06	1.13e-07	1.265	-5.304114	-6.712328	32.3	ZNF585A	zinc finger protein 585A
64386	4.35e-06	1.14e-07	1.271	-5.302812	-6.737345	233.94	MMP25	matrix metallopeptidase 25
3890	4.39e-06	1.16e-07	1.213	-5.300012	-6.428815	110.27	KRT84	keratin 84
9961	4.51e-06	1.19e-07	1.278	-5.294447	-6.76414	46.15	MVP	major vault protein
196441	4.58e-06	1.22e-07	1.298	-5.290913	-6.8667	33.42	ZFC3H1	zinc finger C3H1-type containing
100287238	4.59e-06	1.23e-07	0.816	5.289636	4.3141	1337.92	USP17L13	ubiquitin specific peptidase 17 like family member 13
26999	5.01e-06	1.34e-07	1.266	-5.272689	-6.67508	95.16	CYFIP2	cytoplasmic FMR1 interacting protein 2
10007	5.18e-06	1.40e-07	1.231	-5.265836	-6.481683	25.54	GNPDA1	glucosamine-6-phosphate deaminase 1
100288520	5.22e-06	1.41e-07	0.81	5.263422	4.260986	1259.69	USP17L15	ubiquitin specific peptidase 17 like family member 15
23400	5.46e-06	1.49e-07	1.224	-5.25439	-6.433855	24.66	ATP13A2	ATPase cation transporting 13A2
81300	5.94e-06	1.62e-07	0.842	5.238075	4.408241	297.08	OR4P4	olfactory receptor family 4 subfamily P member 4
197370	6.22e-06	1.71e-07	1.323	-5.228632	-6.918061	34.69	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component
55751	6.44e-06	1.78e-07	1.09	-5.221238	-5.692623	116.18	TMEM184C	transmembrane protein 184C
9252	6.44e-06	1.78e-07	0.725	5.220585	3.783885	105.24	RPS6KA5	ribosomal protein S6 kinase A5
93474	6.52e-06	1.81e-07	0.719	5.217485	3.749521	103.28	ZNF670	zinc finger protein 670
84513	6.58e-06	1.84e-07	1.309	-5.214885	-6.824753	32.48	PLPP5	phospholipid phosphatase 5
79190	6.79e-06	1.90e-07	1.216	-5.208397	-6.334325	23.04	IRX6	iroquois homeobox 6
81567	6.82e-06	1.92e-07	1.167	-5.206794	-6.077588	30.48	TXNDC5	thioredoxin domain containing 5
54914	6.84e-06	1.94e-07	1.254	-5.20546	-6.525628	37.69	FOCAD	focadhesin
55001	6.92e-06	1.97e-07	1.216	-5.202385	-6.324412	28.87	TTC22	tetratricopeptide repeat domain 22
5015	6.92e-06	1.97e-07	0.895	5.201767	4.65776	172.46	OTX2	orthodenticle homeobox 2
5910	6.92e-06	1.99e-07	1.077	-5.200566	-5.599708	13.68	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1
162963	6.92e-06	1.99e-07	0.811	5.200119	4.216089	270.08	ZNF610	zinc finger protein 610
9467	6.96e-06	2.01e-07	1.05	-5.198104	-5.455927	60.53	SH3BP5	SH3 domain binding protein 5
80821	7.07e-06	2.05e-07	0.941	-5.194302	-4.889736	111.68	DDHD1	DDHD domain containing 1
55512	7.07e-06	2.06e-07	0.663	5.193606	3.442952	513.51	SMPD3	sphingomyelin phosphodiesterase 3
